Field1,Inv No,FindNo,Alternate No,Fibre type,No of Fragments,Measurements in mm unless otherwise stated,Diameter of threads in mm (Warp/Weft),spin (Warp),spin (Weft),Thread count             per cm Warp,Thread count             per cm Weft,Weave,Type,Fulling,Fluffy Weft,Quality of Weave,Relationships/sample/ next steps,Color and Comments,Textile Analysis Reports,Source Document,Page No,Present GAG,<Older find or group no?>,Unit,Context No,Building Phase,Start Date,End Date,Real Date,Period_Date,Attribution
1,SKH03-2615,2615,,Wool,1,19 cm x 8.5 cm (weight 19.19 gms),0.22 / 0.84,z,s,9,6,Twill 2/2,twill,,Y,somewhat coarse,like <SKH03-2062> which might also be sailcloth,"Dark Brown; very heavy and greasy; could be sail cloth; hard spun warp and fluffy weft; leaves grease residue on fingers as does the other and is of the same weight as the other (SKH03-2062?); ""It is said that to treat a sail they first smeared horse fat","""SKH 2003-2615, “possible sail cloth”
Description: long narrow sample of thick fulled wool fabric (2.3 x 1.3 cm); ends of tightly packed warp yarns visible on cut edge--warps are 0.1-0.15 cm in diameter (see photomicrograph labeled “cut edge”); good bit o",Textiles Skalholt Analysis sheet 2003 final (1),13,,,,547,S20.2,1670,1700,1670-1700,1660-1720,School Dormitory
1,SKH03-2621,2621,,Wool,1,50.95x35.53,1.09 / 1.69,Z2s,s,7,5,Twill 2/2,twill,,Y,,,Tan; warp thread is much thicker than the weft fibers; weft is fluffy and fine,,Textiles Skalholt Analysis sheet 2003 final (1),80,,,,575,S4.2,1760,1780,1760-1780,1750-1780,Lodge/Dining Room & Chambers
1,SKH03-2633,2633,,Wool,1,20.48x23.77,1.21 / 1.21,Z2s,Z2s,8 to 9,8,Twill 2/2,twill,,,very regular,,Brown; weft seems larger than warp though both are similar in size; very small fragment.,,Textiles Skalholt Analysis sheet 2003 final (1),87,,,,556,MC.1,1650,1700,1650-1700,1630-1720,Midden Zone C
1,SKH03-2743 b,2743,,Wool,2,80.15x16.28 / 53.31x18.33,0.77 / 0.81,z,s,8,5,Twill 2/2,twill,,,average,,Brown.,,Textiles Skalholt Analysis sheet 2003 final (1),37,,,,605,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
1,SKH03-2787,2787,,Wool,1,80.77x58.70,1.03 / 1.26,z,s,6,5,Twill 2/2,twill,,,rough,,Dark Brown.,,Textiles Skalholt Analysis sheet 2003 final (1),39,,,,571,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
1,SKH03-2818,2818,601,Wool,3,21.17mmx21.43mm/22.95mmx11.58mm/14.37mmx11.88mm,,z,s,6,5,Twill 2/2,twill,yes,yes,coarse,,three rough fragments,,,,,,,601,S20.2,1670,1700,1670-1700,1660-1720,School Dormitory
1,SKH03-2824,2824,,Wool,1,90.57x29.94,0.89 / 2.13,Z2s,s,7,5,Twill 2/2,twill,,Y,,,"Brown; warp spun hard, while weft is fluffy; warp fibers coarser than weft; piece is a fragment; warp are plied S frequently and spun hard while wefts are single and fluffy; not well cleaned.",,Textiles Skalholt Analysis sheet 2003 final (1),48,,,,574,S4.2,1760,1780,1760-1780,1750-1780,Lodge/Dining Room & Chambers
1,SKH03-2831,2831,,Wool,1,104.99x16.01,0.73 / 1.14,Z2s,s,7,7,Twill 2/2,twill,,,,,"Tan; almost all twills are woven with plied warps which is far more uncommon in earlier periods; I think like the Greenlandic cloth, that people are responding to climatic shifts and looking to double up on the thickness of the cloth; this is one of those",,Textiles Skalholt Analysis sheet 2003 final (1),46 to 47,,,,575,S4.2,1760,1780,1760-1780,1750-1780,Lodge/Dining Room & Chambers
1,SKH03-2848,2848,,Wool,7,82.80x58.38 / 57.91x34.39 / 73.65x46.06 / 81.83x55.99 / 27.55x28.49 / 31.25x32.58 / 17.26x20.11,1.08 / 1.37,Z2s,s,8,6,Twill 2/2,twill,,,,all pieces of same cloth,"Brown; not cleaned, so all pieces are caked In mud, making the identification difficult.",,Textiles Skalholt Analysis sheet 2003 final (1),41,,,,446,S13.3,1800,1830,1800-1830,1780-1840,Main Corridor
1,SKH03-2890 a,2890,,Wool,1,64.80x30.81,0.83 / 1.50,Z2s,s,5,5,Twill 2/2,twill,,,,,Tan; caked in mud.,,Textiles Skalholt Analysis sheet 2003 final (1),52,,,,575,S4.2,1760,1780,1760-1780,1750-1780,Lodge/Dining Room & Chambers
1,SKH03-2890 b,2890,,Wool,2,38.47x26.09 / 58.01x14.84,1.02 / 1.63,Z2s,s,6,4 to 5,Twill 2/2,twill,Y,,,all pieces of same cloth,Dark Brown; quite dirty; fulling makes fabric structure hard to see.,,Textiles Skalholt Analysis sheet 2003 final (1),52 to 53,,,,575,S4.2,1760,1780,1760-1780,1750-1780,Lodge/Dining Room & Chambers
1,SKH03-3036 a,3036,,Wool,2,67.48x49.27 / 78.07x41.05,0.81 / 1.44,z,s,12,9,Twill 2/2,twill,,,,all pieces of same cloth,Brown,,Textiles Skalholt Analysis sheet 2003 final (1),42,,,,646,S13.3,1800,1830,1800-1830,1780-1840,Main Corridor
1,SKH03-3036 b,3036,,Wool,2,106.42x53.89 / 101.91x66.72,1.16 / 1.65,Z2z,s,7,6,Twill 2/2,twill,,,,,Brown; one piece has a border and square angle but no stitching.,,Textiles Skalholt Analysis sheet 2003 final (1),42 to 43,,,,646,S13.3,1800,1830,1800-1830,1780-1840,Main Corridor
1,SKH03-3041 c,3041,,Wool,36,"153.96x69.04 / 116.09x85.34 / 94.41x124.40 / 82.18x8.67 / ""111.91 mm4 x7.65"" s/b 111.91x47.65? / 115.92x88.31 / 110.96x92.59 / 115.92x92.09",0.54 / 0.77,Z2s,S-I (almost no spin),8 to 9,6,Twill 2/2,twill,,,,all pieces of same cloth,"Warp: reddish brown colour; Weft: brown reddish coat of some kind; ""all the pieces of twill 2/2 are covered with a strange reddish almost iron coat and there is a strange sulfuric smell emanating from the cloth;"" almost vertically spun weft ""Note: the tex",,Textiles Skalholt Analysis sheet 2003 final (1),"1, 3, 4",,,,662,S15.3,1800,1850,1800-1850,1780-1810,Wheystore
1,SKH03-3169,3169,,Wool,2,59.31x27.58 / 21.49x16.91,1.18 / 1.22,Z2s,z,6,5 to 6,Twill 2/2,twill,,,,,Tan,,Textiles Skalholt Analysis sheet 2003 final (1),62,,,,711,S4.2,1760,1780,1760-1780,1750-1780,Lodge/Dining Room & Chambers
1,SKH03-3173,3173,,Wool,1,59.93x11.73,0.85 / 1.16,z,s,9,7,Twill 2/2,twill,,,,,"Dark Brown; ""twill 2/2 with singles. Z/S usual piece.""",,Textiles Skalholt Analysis sheet 2003 final (1),65,,,,687,S20.2,1670,1700,1670-1700,1660-1720,School Dormitory
1,SKH03-3224 c,3224,,Wool,5,70.19x13.38 / 60.93x10.94 / 34.68x12.26 / 30.61x11.10 (twill 2/2)/ 46.23x3.73 (loose fibers),1.08 / 1.26,z,s,7,7,Twill 2/2,twill,,,,all pieces of same cloth,"Dark Brown; very balanced thread count; one piece has an edge; the pieces look tablet woven only because they are bands, but are cut off from a main piece of cloth.",,Textiles Skalholt Analysis sheet 2003 final (1),54 to 56,,,,659,S20.2,1670,1700,1670-1700,1660-1720,School Dormitory
1,SKH03-3304,3304,,Wool,7,93x19.38 / 29.35x23.52 / 32.0x23.27 / 37.37x38.31 / 26.53x14.59 / 34.66x18.55 / 36.57x18.35,1.07 / 2.02,z,s,7,7,Twill 2/2,twill,,Y,,all pieces of same cloth,"Dark Brown; ""I have noted in this later pieces of cloth that they are very regular in thread counts which is a bit uncommon in earlier periods;"" weft is so fluffy and spun with finer hairs that it is napping.",,,,,,,668,S20.2,1670,1700,1670-1700,1660-1720,School Dormitory
1,SKH03-3392,3392,,Wool,4,43.63x13.16 / 22.68x6.13 / 23.98x8.84 / 36.76x12.41,0.64 / 0.89,Z2s,Z2s,12,11,Twill 2/2,twill,,,,all pieces of same cloth,Dark Brown; warp threads do appear to be the thicker fibers and harder looking than the softer weft threads.,,Textiles Skalholt Analysis sheet 2003 final (1),79,,,,103,S5.4,1780,1800,1780-1800,1780-1810,Pantry/Study & Library
1,SKH04-4152 a,4152,,Wool,2,85.17mm x53.73mm/94.01mmx68.31mm,0.89 / 0.93,z,s,13 to 14,13 to 14,Twill 2/2,twill,,,,,Brown,,Textiles SKH 04 KS 1 (2analysis  sheet),,,,,1278,S13.2,1750,1800,1750-1800,1750-1810,Main Corridor
1,SKH04-4152 b,4152,,Wool,1,110.24mm x78.12mm,1.42 / 1.89,Z2s,S2z,10,9,Twill 2/2,twill,,,,,Brown / some surface finish one piece there could be a section of selvage on this piece but under the dynoscope it looks more like the edge has been cut.,,Textiles SKH 04 KS 1 (2analysis  sheet),,,,,1278,S13.2,1750,1800,1750-1800,1750-1810,Main Corridor
1,SKH04-4152 c,4152,,Wool,1,117.53mm x9.76mm,?,Z2s ?,S2z ?,?,?,Twill 2/2,twill,y,,homespun,,Brown / very  fulled and caked in dirt so that the weave is not visible. It is thin narrow strip of homespun. Also too narrow for a thread count.,,Textiles SKH 04 KS 1 (2analysis  sheet),,,,,1278,S13.2,1750,1800,1750-1800,1750-1810,Main Corridor
1,SKH04-4152 d,4152,,Wool,1,19cm x30.39mm,1.53 / ?,Z2s,?,?,?,Twill 2/2,twill,y,,thick,,"Black / probable plied warps and weft, very thick and coarse cloth and also with proper finish and fulling so that there is hardly a weave that is visible.",,Textiles SKH 04 KS 1 (2analysis  sheet),,,,,1278,S13.2,1750,1800,1750-1800,1750-1810,Main Corridor
1,SKH04-4152 e,4152,,Wool,1,23 cm x 14.71mm,1.26 / 1.64,Z2s,S2z,?,?,Twill 2/2,twill,y,,fine,,Brown-Black / Brown-Black / quite fine and quite fulled as well making it hard to take a thread count.,,Textiles SKH 04 KS 1 (2analysis  sheet),,,,,1278,S13.2,1750,1800,1750-1800,1750-1810,Main Corridor
1,SKH04-4152 f,4152,,Wool,1,14cm x 12.26mm,1.20 / 1.69,Z2s,s,7,6,Twill 2/2,twill,y,,,,"Black / Black // thin strip black yarn and some fulling very narrow, some surface fulling.",,Textiles SKH 04 KS 1 (2analysis  sheet),,,,,1278,S13.2,1750,1800,1750-1800,1750-1810,Main Corridor
1,SKH04-4152 g,4152,,Wool,1,73.74mmx 17.00mm,?,Z2s,S2z,n/a,n/a,Twill 2/2,twill,y,,very well made,,"Brown / very fulled, very well made cloth, but yarns are hard to see and thread count is not possible due to the amount of fulling on this piece. Fulling is definitely something that intensifies in the early modern period, and rarely is seen in medieval t",,Textiles SKH 04 KS 1 (2analysis  sheet),,,,,1278,S13.2,1750,1800,1750-1800,1750-1810,Main Corridor
1,SKH04-4152 n,4152,,Wool,1,40.19mmx10.11mm,0.57 / 0.73,z,z,18,14,Twill 2/2,twill,,,Very Fine Import? Flat loom?,,Brown; probably made on the flat loom ; would not be surprised if this was an import; it is quite similar to some medieval and early modern cloth from Scotland; no surface finish; very small piece.,,Skalholt final numbers April 2016,25,,,,1278,S13.2,1750,1800,1750-1800,1750-1810,Main Corridor
1,SKH04-4152 o,4152,,Wool,1,119.04mm x 14.16mm,0.59 / 0.45,z,z,26,24,Twill 2/2,twill,,,flat loom?Fine Import?,,Dark Brown; such a fine twill; no surface finish; probably produced on a flat loom; the piece is folded like a small band; possible import.,,Skalholt final numbers April 2016,"25,26",,,,1278,S13.2,1750,1800,1750-1800,1750-1810,Main Corridor
1,SKH04-4152 q,4152,,Wool,2,24cm x 5.5cm/12.5cm x12 cm,0.87 / 0.87,Z2s,S2z,13,13,Twill 2/2,twill,,,flat loom,,Brown; two pieces that are larger than the rest; one of the longer pieces has hem - the other piece may have had a selvaged edge but it is since disintegrated; not sure about the origins of this piece weave is quite fine and balanced so made on flat loom;,,Skalholt final numbers April 2016,"26,27",,,,1278,S13.2,1750,1800,1750-1800,1750-1810,Main Corridor
1,SKH04-4152 r,4152,,Wool,1,21.5 cm x 7 cm,1.11 / 1.41,Z2s,s,12,10,Twill 2/2,twill,,,,,"Light Brown/Dark Brown; Light Brown; in the warp, there are light brown and occasional dark brown threads that create a striped pattern - the inclusion of dark brown warp yarns in one section of the weave creates an area of stripes in the cloth a bit like",,Skalholt final numbers April 2016,"26,28",,,,1278,S13.2,1750,1800,1750-1800,1750-1810,Main Corridor
1,SKH04-4152 s,4152,,Wool,8,33.5cmx 2cm/8cm x6cm/15cm x8cm/21cm x7cm/10cm x8cm/42.51mmx8.28mm/29.48mm x23.90mm/24.53mmx 30.06mm,0.70 / 0.82,Z2s,S2z,16,14,Twill 2/2,twill,,,flat loom extremely regular,,Brown; extremely regularly woven probably on a flat loom; a hem is present on the squarest piece otherwise no selvage etc.,,Skalholt final numbers April 2016,"26,28",,,,1278,S13.2,1750,1800,1750-1800,1750-1810,Main Corridor
1,SKH04-4152 t,4152,,Wool,14,27cm x3cm/16cmx 2cm/27cm x3cm/21cmx 12cm/11cm x7cm/11.5cm x6cm/10cm x2.5cm/5cm x1.3cm/10cm x2.5cm/3cm x6.5cm/17.5cm x1.5cm/11cm x 1.5cm/12.5cm x1.2cm/9cm x 2.4cm,1.02 / 2.03,zs2 (z),S2z (s),8,8,Twill 2/2,twill,y,,,,"Black; some are heavily fulled so that the weave is no longer present. Not sure again that these all belong together but they are very similar and present in similar ways. All are cut fragments, some of them narrow strips a bit like hems. One larger piece",,Skalholt final numbers April 2016,27-29,,,,1278,S13.2,1750,1800,1750-1800,1750-1810,Main Corridor
1,SKH04-4152 v,4152,,Wool,1,18cm x 13cm,0.94 / 0.95,Z2s,S2z,10,10,Twill 2/2,twill,,,regular,,"Dark Brown/Golden Tan; evidence of a hem at one end of the cloth; it is coated with something like iron or earth, making it rigid in some places; cloth not well cleaned post ex.",,Skalholt final numbers April 2016,"27,29",,,,1278,S13.2,1750,1800,1750-1800,1750-1810,Main Corridor
1,SKH04-4152 w,4152,,Wool,1,58.58mm x54.28mm,1.02 / 1.87,Z2s,s,?,?,Twill 2/2,twill,y,,coarse,,Tan; impossible to see weave except at one end; fibers at one end are coated with white substance.,,Skalholt final numbers April 2016,"27,30",,,,1278,S13.2,1750,1800,1750-1800,1750-1810,Main Corridor
1,SKH04-4152 x,4152,,Wool,6,20.5cm x v3.5cm/9.5cm x 2.5cm/16cm x13cm/12cm x 3cm /24.5cm xx 3cm /13cm x1.5cm,1.16 / 2.22,z,s,?,?,Twill 2/2,twill,y,,very thick,,"Brown; very fulled surface looks professionally done; it creates a very thick textile, probably something that might have been worn as a coat; heavy as well; weave is undoubtedly and 2/2 twill though weave is impossible to see.",,Skalholt final numbers April 2016,"27,30",,,,1278,S13.2,1750,1800,1750-1800,1750-1810,Main Corridor
1,SKH04-4152 y,4152,,Wool,2,17cm x 3.5cm/22cm x6cm,1.15 / 1.17,z Z2s,s S2z,9,8,Twill 2/2,twill,,,,,Black; surface finish on one side; in one piece you encounter both spin types in the warp; the second piece is more consistently plied in both systems could - it might not be part of the same piece of cloth. Nothing particularly distinguishing and no feat,,Skalholt final numbers April 2016,"27,31",,,,1278,S13.2,1750,1800,1750-1800,1750-1810,Main Corridor
1,SKH04-4153,4153,,Wool,2,28cm x 15.5cm / 85.10mm x25.82mm,0.87 / 2.41,z,s,7,6,Twill 2/2,twill,y,,,,"Brown with a reddish tinge / heavily fulled looks quite intentional and very coarse weave. No edges,  nothing diagnostic.",,Textiles Michele Skalholt SKH 04-KS1 (2) recovered,,,,,1122,S21.1,1650,1690,1650-1690,1630-1690,School Room
1,SKH04-4154 a,4154,,Wool,4,42.86mmx 40.56mm/46.04mmx 34.27mm/110.20mmx 37.79mm/100.27mmx 45.71mm/,0.89 / 1.05,Z2s,s,11,8,Twill 2/2,twill,,,fine,,Brown; two of the fragments are a hem.,,Skalholt final numbers April 2016,19,,,,1277,S13.2,1750,1800,1750-1800,1750-1810,Main Corridor
1,SKH04-4154 b,4154,,Wool,2,42.5 cm x 37.70mm/109.44mm x 74.75mm,0.81 / 0.70,Z2s,s,12,14,Twill 2/2,twill,y,,fine,,Brown; the wefts look a bit damaged so I cannot tell if they are plied; one long piece and one semi circular piece.,,Skalholt final numbers April 2016,"19,20",,,,1277,S13.2,1750,1800,1750-1800,1750-1810,Main Corridor
1,SKH04-4154 c,4154,,Wool,1,71.49mmx 54.95mm,0.88 / 0.98,z,s,10,7,Twill 2/2,twill,y,,,,"Brown; very heavily fulled on both sides, so weave is hard to discern.",,Skalholt final numbers April 2016,"19,20",,,,1277,S13.2,1750,1800,1750-1800,1750-1810,Main Corridor
1,SKH04-4154 e,4154,,Wool,5,44.72mm x 23.06mm/94.30mm x 38.38mm/101.31mmx 90.36mm/113.41mmx 63.01mm/24.5cm x 5 cm,1.11 / 0.94 to 1.02,Z2s,s S2z,?,?,Twill 2/2,twill,y,,,,Brown; one piece is circular like the top of a hat or a cut out of some sort.,,Skalholt final numbers April 2016,"19,21",,,,1277,S13.2,1750,1800,1750-1800,1750-1810,Main Corridor
1,SKH04-4155,4155,,Wool,1,34.5cmx 114.88mm,1.32 / 1.56,Z2s,S2z,7,6,Twill 2/2,twill,y,,,,Black / some surface finish but it is irregular.,,Textiles Michele Skalholt SKH 04-KS1 (2) recovered,,,,,1277,S13.2,1750,1800,1750-1800,1750-1810,Main Corridor
1,SKH04-4157 a,4157,,Wool,8,33.5cmx 20 cm/19cm x 12.39mm/18.92mmx114.37mm/24.10mmx18.30mm/54.98mmx15.99mm/83.01mmx 7.37mm/87.38mmx11.37mm/27.45mmx19.68mm,1.03 / 1.00,Z2s,S2z,10,9,Twill 2/2,twill,,,,,"Brown / several pieces many of them are very long like hems clearly all part of the same cloth, 8 pieces.  Some have some iron deposit on them making them rather stiff.",,Textiles SKH 04 KS 1 (2analysis  sheet),,,,,1276,S13.2,1750,1800,1750-1800,1750-1810,Main Corridor
1,SKH04-4163,4163,,Wool,2,45.59mmx26.41mm/41.43mmx 13.11mm,1.21 / 1.17,Z2s,s S2z,10,6,Twill 2/2,twill,,,,,"Brown / not sure if the weft is also plied but most likely, larger piece was washed and it is not possible to determine if the two are part of the same piece (the second one is very small), or if the wefts are also plied.",,Textiles Michele Skalholt SKH 04-KS1 (2) recovered,,,,,998,S13.2,1750,1800,1750-1800,1750-1810,Main Corridor
1,SKH04-4165 (or 4665) a,4165,,Wool,1,17.6cm x 49.77,0.92 / 1.13,z,S2z,13,10,Twill 2/2,twill,By Wear,,fine,,"Brown; one side is more fulled than the other; a corner is folded back but probably not intentionally; Thury noted that it was not clear whether this specimen is SKH04-4165 or SKH04-4665, but since the rest of the specimens are in the 4100 series, I am as",,SKH04 ks. 1.docx,6,,,,1015,S13.2,1750,1800,1750-1800,1750-1810,Main Corridor
1,SKH04-4165 (or 4665) b,4165,,Wool,1,74.13 x 47.50,1.18 / 1.57,z,s,9 to 10,6,Twill 2/2,twill,,,,,Brown; a bit worn.,,SKH04 ks. 1.docx,7,,,,1015,S13.2,1750,1800,1750-1800,1750-1810,Main Corridor
1,SKH04-4165 a,4165,,Wool,2,146.36 x 32.81; 114.41 x 28.34,1.16 / 1.34,Z2s,s,9 to 10,8,Twill 2/2,twill,By Wear,,,,Dark Brown; there is a possible selvage on one of the fragments.,,SKH04 ks. 1.docx,2,,,,1015,S13.2,1750,1800,1750-1800,1750-1810,Main Corridor
1,SKH04-4167 a,4167,,Wool,2,24.5cm x 17.5cm/27cmx 20cm,1.35 / 2.20,z,s,8 to 9,6,Twill 2/2,twill,,,vadmal,,Dark Brown / used as rags for tarring there is some tar at one extremity where the cloth looks folded onto itself. There is nothing diagnostic about these pieces of cloth (there are 2 of them). No surface fulling. Old style vadmal probably older than the,,Textiles SKH 04 KS 1 (2analysis  sheet),,,,,1002,S15.2,1760,1800,1760-1800,1750-1810,Wheystore
1,SKH04-4167 a,4167,,Wool,1,26.8cm x 18.5cm,1.52 / 1.97,z,s,7,6,Twill 2/2,twill,By Wear,,,,"Brown; big fragment that looks really worn and matted; there is dirt on the fragment; there is a square shape on the fragment where something must have been laying on top of it; it looks like it has glitter on it, possibly tar, but tar has been found on o",,SKH04 ks. 1.docx,27,,,,1002,S15.2,1760,1800,1760-1800,1750-1810,Wheystore
1,SKH04-4167 b,4167,,Wool,1,18cm x 6 cm,1.18 / 2.26,Z2s,s,7,5,Twill 2/2,twill,,,,,Dark Brown / twill similar to the cloth above except the warp in this cloth is plied no surface fulling.,,Textiles SKH 04 KS 1 (2analysis  sheet),,,,,1002,S15.2,1760,1800,1760-1800,1750-1810,Wheystore
1,SKH04-4167 b,4167,,Wool,1,24.1cm x 102.2,1.36 / 1.77,Z2s,S2z,10,7 to 8,Twill 2/2,twill,By Wear,,,,Brown (chestnut brown); thick fragment; the long side could be a selvage.,,SKH04 ks. 1.docx,28,,,,1002,S15.2,1760,1800,1760-1800,1750-1810,Wheystore
1,SKH04-4167 c,4167,,Wool,1,20.4cm x 112.76,1.57 / 1.86,Z2s,s,9,5 to 6,Twill 2/2,twill,,,"even, fine",,Dark Brown; fragment is matted and dirty; some edges appear to have been cut because they are straight and clean.,,SKH04 ks. 1.docx,29,,,,1002,S15.2,1760,1800,1760-1800,1750-1810,Wheystore
1,SKH04-4169 a,4169,,Wool,1,23cm x 11cm,1.37 / 2.76,Z2s,s,6,5,Twill 2/2,twill,By Wear,,coarse,,"Brown / looks like it was used in tarring or something along those lines. Somewhat coarse weave, not so much fulling, other than just wear and particularly if it was used in some household function. It is a bit stiff like the piece above that was used in",,Textiles SKH 04 KS 1 (2analysis  sheet),,,,,980,S15.2,1760,1800,1760-1800,1750-1810,Wheystore
1,SKH04-4170 d,4170,,Wool,2,90.07mm x21.46mm/93.90mm x33.30mm,1.09 / 1.45,z z2s,S2z,9,8 to 9,Twill 2/2,twill,y,,,,"Dark Brown; a lot of fulling; one piece seems to be made with largely single z spun warps the other with plied warps and wefts, are they part of the same cloth? - not sure, possibly not or they could be, as sometimes (depending on where you are looking) i",,Skalholt final numbers April 2016,"13,14",,,,1279,S13.2,1750,1800,1750-1800,1750-1810,Main Corridor
