ID,Find,Context,Quant,Weight (gr),Object Type,Material,Stone Type,Notes,Descriptions,Length (mm),Width (mm),Thickness (mm),Diameter (mm),Origin,Building Phase,Real Date,Period_Date,Attribution
817,12125,2314,5,8,Flake,Sedimentary Rock,Flint,,"Whitish gray to dark gray, mottled and dotted, sharp to dull/irregular edges, one fragment has one side rough subrounded outer edge of nodule",10-26,10-19,3-10,,Foreign,S4.1,1720-1760,1720-1780,Lodge/Dining Room & Chambers
818,12126,2321,1,11,Flake,Sedimentary Rock,Flint,,"Gray, dotted, edges dull/irregular, one side rough subrounded outer edge of nodule",32,21,14,,Foreign,S8.2,1750-1800,1750-1810,Nursery/Private Chambers
819,12127,2341,1,0.5,Flake,Sedimentary Rock,Flint,,"Grayish brown to gray, mottled, dull/irregular to sharp",15,15,6,,Foreign,S25.3,1720,1720-1750,Boys Lodge (servants?)
820,12128,2349,1,6,Flake,Sedimentary Rock,Flint,,"Gray, mottled, edges dull/irregular, one side rough subrounded outer edge of nodule",29,18,13,,Foreign,S8.2,1750-1800,1750-1810,Nursery/Private Chambers
821,12129,2355,1,6,Flake,Sedimentary Rock,Flint,,"White to gray, dotted, edges dull/irregular to subangular",32,20,11,,Foreign,S17.6,1750-1770,1750-1780,Meat Store
822,12130,2436,1,6,Flake,Sedimentary Rock,Flint,,"Brownish gray, mottled, edges dull/irregular to subangular",32,20,8,,Foreign,S7.1,1720-1760,1720-1780,Vestibule & Corridor
823,12131,2425,5,0.5,Flake,Sedimentary Rock + Mineral,Flint + Jasper,,"Four very small flakes, most likely flint, grayish caramel brown to dark gray, one fragment has partial thin white cherty coat, edges sharp to dull; Jasper wine red with whitish gray flecks",F: 8-13 J: 12,F: 7-9 J: 7,F: 2-5 J: 7,,Non-Icelandic + Icelandic,S23.2,1720,1720-1750,Bishops Living Quarters
824,12132,2443,1,0.5,Flake,Sedimentary Rock,Flint,,"Whitish gray to dark gray, mottled, concoidal fracture, sharp edges, one side thin coat of white chert, outer surface of nodule",22,18,6,,Foreign,S10.1,1700-1730,1690-1750,Kitchen
825,12133,2444,2,11,Flake,Sedimentary Rock,Flint,,"Whitish gray to dark gray, mottled and irregularly banded, edges irregular/dull to sharp, one fragment possibly water worn",23-24,17-23,11-16,,Foreign,S10.1,1700-1730,1690-1750,Kitchen
826,12134,2450,1,0.5,Flake,Sedimentary Rock,Flint,,"Gray, sharp edges, concoidal fracture, faintly banded",23,10,4,,Foreign,S7.1,1720-1760,1720-1780,Vestibule & Corridor
827,12135,2460,1,6,Flake,Sedimentary Rock,Flint,,"Gray to dark gray, mottled and dotted, dull/irregular to sharp edges, one side is white cherty rough subrounded outer surface of nodule",31,24,9,,Foreign,S17.6,1750-1770,1750-1780,Meat Store
828,12136,2464,1,3,Flake,Sedimentary Rock,Flint,,"Gray to very dark gray, mottled and dotted, edges dull/irregular to sharp",24,23,6,,Foreign,S8.1,1720-1750,1720-1750,Nursery
829,12137,2467,1,0.5,Flake,Sedimentary Rock,Flint,,"Caramel brown to gray, edges irregular/dull to sharp, concoidal fracture",17,15,7,,Foreign,S8.1,1720-1750,1720-1750,Nursery
830,12138,2469,3,1,Flake,Sedimentary Rock,Flint,,"Gray to dark gray, mottled, sharp edges",12-23,8-15,3-9,,Foreign,S8.1,1720-1750,1720-1750,Nursery
831,12139,2470,5,2,Flake,Sedimentary Rock,Flint,,"Transluscent to dark gray, mottled and dotted, sharp edges",10-19,8-17,2-6,,Foreign,S8.1,1720-1750,1720-1750,Nursery
832,12140,2471,4,7,Flake,Sedimentary Rock,Flint,,"Whitish gray to very dark gray, dull/irregular to sharp edges, dotted and mottled, two fragments have rough outer surface of nodule, one surface is white",14-26,10-21,3-8,,Foreign,S8.1,1720-1750,1720-1750,Nursery
833,12141,2472,2,5,Flake,Sedimentary Rock,Flint,,"White to dark gray, dotted and mottled, edges dull/irregular to sharp, one fragment has partial thin white, cherty surface of nodule",22,19,6-10,,Foreign,S8.1,1720-1750,1720-1750,Nursery
834,12142,2473,1,0.5,Flake,Sedimentary Rock,Flint,,"Dark gray, concoidal fracture, dotted, sharp to dull/irregular edges",21,12,6,,Foreign,S8.1,1720-1750,1720-1750,Nursery
835,12143,2474,1,1,Flake,Sedimentary Rock,Flint,,"Whitish gray to gray, dotted and mottled, sharp edges",27,21,9,,Foreign,S8.1,1720-1750,1720-1750,Nursery
836,12144,2477,3,5,Flake,Sedimentary Rock,Flint,,"White to gray, dotted and mottled, sharp to dull/irregular edges, concoidal fractures, one fragment has thin white cherty subrounded outer surface of nodule",16-28,14-28,4-9,,Foreign,S8.1,1720-1750,1720-1750,Nursery
837,12145,2499,1,3,Flake,Sedimentary Rock,Flint,,"Gray to dark gray, mottled and dotted, sharp to dull/irregular edges, one small surface fracture covered with tiny transparent quartz crystals",25,25,8,,Foreign,S17.5,1720-1750,1720-1750,Meat Store
838,12146,2521,2,6.08,Flake,Sedimentary Rock,Flint,,"Two flint flakes, gray to dark gray, sharp edges, dotted and mottled, larger fragment has partial thin white chert coat of outer surface of nodule,",20-32,13-15,8-13,,Foreign,S25.2,1710-1720,1690-1720,Boys Lodge (servants?)
839,12146,2521,1,3.95,Flake,Mineral,"jasper, caramel brown to brownish red",,"jasper is caramel brown to brownish red, sharp to irregular/dull edges, weak greasy/waxy lustre, scratches glass, edges faintly chipped",27,22,8,,Icelandic?,S25.2,1710-1720,1690-1720,Boys Lodge (servants?)
840,12147,2534,1,1,Flake,Sedimentary Rock,Flint,,"Gray to dark gray, mottled, coarse, sharp edges",24,14,7,,Foreign,S6.1,1720-1760,1720-1780,Bishops Living Quarters
841,12148,5022,1,3,Flake,Sedimentary Rock,Flint,,"Grayish brown, dotted and mottled, concoidal fracture, sharp to dull/irregular edges",26,15,10,,Foreign,,,,
842,12149,1564,1,24,Manuport,Igneous Rock,Obsidian,,"Black, glassy lustre, smooth and concoidal fractures, very worn, dull/irregular edges",40,26,26,,Icelandic,C.3,1830-1850,1810-1870,Courtyard
843,12150,1704,1,15,Manuport,Igneous Rock,Obsidian,,"Subrounded, black, glassy lustre, smooth and concoidal fractures, thin grayish weathering coat",23,22,21,,Icelandic,S10.2,1730-1760,1720-1780,Kitchen
844,12151,1716,1,3,Flake,Igneous Rock,Obsidian,,"Black, glassy lustre, transluscent towards the eges, sharp to irregular worn edges, smooth and concoidal fractures",23,17,6,,Icelandic,S4.1,1720-1760,1720-1780,Lodge/Dining Room & Chambers
845,12152,1720,1,4,Manuport,Mineral,Agate,,"Subangular, grayish white to white, faint concentric lensed banding around a worn transparent quartz rock crystal core, manuport most likely watereroded",21,17,13,,Icelandic,C.3,1830-1850,1810-1870,Courtyard
846,12153,1764,2,4,Flake,Sedimentary Rock,Sandstone,,"Coarse grayish brown cemented sandstone, white, pipes/veins hollow in the middle, most likely due to chemical útfelling of mineral from water, hydrothermal area?",25-28,20-27,7,,Icelandic,S4.2,1760-1780,1750-1780,Lodge/Dining Room & Chambers
847,12154,1809,1,6,Flake,Igneous Rock,Obsidian,,"Black, partially transluscent at the edges, sharp edges, smooth fractures, partially weathered silvery gray perlite coat on rough weathered surface",43,20,12,,Icelandic,S10.2,1730-1760,1720-1780,Kitchen
848,12155,1826,1,3,Flake,Mineral,Quartz,,"White, glassy lustre, partial rough outer surface of amygdale, smooth to concoidal fractures, sharp edges, scratches glass, no clear crystal or other structure",23,17,11,,Icelandic,S10.2,1730-1760,1720-1780,Kitchen
849,12156,1863,1,13,Flake,Mineral,Jasper,,"Red to wine red, mottled and banded, subangular, dull edges, no lustre",30,26,20,,Icelandic,C.2,1720-1830,1720-1840,Courtyard
850,12157,1903,1,4.65,Flake,Sedimentary Rock,Flint,,"Flint: light gray, sharpe edges, partially rough subrounded outer surface of nodule, coarse flint, mottled;",25,16,11,,Non-Icelandic + Icelandic,S31.2,1700-1720,1690-1720,Bishops Dining Room
851,12157,1903,2,65.58,Manuport,Mineral,"Onyx, chalcedony, agate",,"Agate: partially transluscent to white and whitish gray, faint concentri banding around a void, white outer quartz coat and rough outer surface of amygdale; Onyx, large fragment, clear horizontal banding formed on top of mammilary habit of whitish gray t",A: 23 O/C: 70,A: 16 O/C: 48,A: 14 O/C: 22,,,S31.2,1700-1720,1690-1720,Bishops Dining Room
852,12158,1972,1,0.5,Manuport,Mineral,Quartz,,"Clear quartz rock crystal cluster, transluscent, amygdale",15,12,8,,Icelandic,S17.7,1770-1790,1750-1810,Meat Store
853,12159,2054,1,4,Flake,Mineral,Jasper,,"Red, sharp to irregular, smooth to concoidal fracture, no lustre",28,16,13,,Icelandic,S6.1,1720-1760,1720-1780,Bishops Living Quarters
854,12160,2054,1,4,Manuport,Igneous Rock,Obsidian,,"Black, glassy lustre, subangular, most likely water eroded",45,11,9,,Icelandic,S6.1,1720-1760,1720-1780,Bishops Living Quarters
855,12161,2174,1,26,Manuport,Igneous Rock,Obsidian,,"Black, glassy lustre, angular to subangular, grayish black weathering coat, smooth to concoidal fractures, edges irregular/dull to sharp",45,26,24,,Icelandic,C.2-3,1720-1850,1720-1870,Courtyard
856,12162,2192,1,3,Flake,Mineral,Quartz,,"Transluscent, scratches glass, sharp edges, rough fractures, no clear distinguishing features, quartz mineral",24,19,6,,Icelandic,S10.2,1730-1760,1720-1780,Kitchen
857,12163,2192,1,5,Flake,Mineral,Jasper,,"Dark red, sharp edges, no to weakly greasy lustre, smooth to rough fractures",24,16,14,,Icelandic,S10.2,1730-1760,1720-1780,Kitchen
858,12164,2215,1,3,Manuport,Igneous Rock,Obsidian,,"Black, glassy lustre, subangular, possibly waterworn, smooth to concoidal fracture",23,14,11,,Icelandic,S5.2,1740-1760,1720-1780,Bishops Dining Room
859,12165,2227,1,19,Manuport,Igneous Rock,Obsidian,,"Black, weak glassy lustre, subangular, most likely water worn, thin weathering coat, smooth to concoidal fracture",37,27,22,,Icelandic,IS.1,1650-1720,1630-1720,Interstice
860,12166,2240,1,1,Flake,Mineral,Jasper,,"Dark green, sharp edges, no to weak waxy lustre, mottled, scratches glass",21,11,11,,Icelandic,S18.4,1700-1740,1690-1750,Pantry
861,12167,2380,1,34,Manuport,Mineral,Quartz,,"White to transluscent, transluscent to white, no clear crystal structure or other identifying features, rough outer surface of amygdale, uneven fracture, glassy lustre, scratches glass",40,39,35,,Icelandic,S8.2,1750-1800,1750-1810,Nursery/Private Chambers
862,12168,2408,1,5,Worked?,Igneous Rock,White pumice,,"Gray to white, subangular, very smooth sides, low density, highly vesicular, slightly elongated vesicles, fibrous, worked?",37,25,24,,Icelandic,S18.2,1680-1690,1660-1690,Pantry
863,12169,2439,1,0.5,Flake,Mineral,Jasper,,"Dark green, sharp to irregular edges, weak waxy/greasy lustre, smooth and concoidal fractures, scratches glass",11,8,4,,Icelandic,MC.1,1650-1700,1630-1720,Midden Zone C
864,12170,2472,1,33,Manuport,Mineral,Onyx,,"White and grayish white, weakly transluscent, pitted rough outer edge of amygdale, clear horizontal banding in fracture, onyx",46,27,25,,Icelandic,S8.1,1720-1750,1720-1750,Nursery
865,12171,2477,2,3,Flake,Mineral,Jasper,,"Green and red, sharp edges, green fragment has partial grayish white rough outer surface of amygdale, no or very weak greasy lustre",18-20,15,6-9,,Icelandic,S8.1,1720-1750,1720-1750,Nursery
866,12172,2539,1,0.5,Flake,Igneous Rock,Obsidian,,"Black, glassy lustre, subangular, irregular/dull edges, weathered?",14,8,3,,Icelandic,S10.1,1700-1730,1690-1750,Kitchen
867,12173,2550,1,5,Manuport,Mineral,Quartz + Agate,,"Cluster of worn quartz rock crystals, scratches glass, transluscent, on a base of agate, wavy, partially ""concentric"" at one end of fragment, laminated",25,16,15,,Icelandic,S27.1,1700-1720,1690-1720,Passage
868,12174,1796,1,57,Manuport,Igneous Rock,Basalt,,"Dark gray basalt (blágrýti), vesicular, tiny vesicles abudnant, tiny white phenocrysts (most likely feldspate) rare, subrounded most likely due to water erosion, large hole/tunnel diagonally through stone, 10-18 mm in diameter, about 30 mm long, probably",48,43,23,,Icelandic,C.3,1830-1850,1810-1870,Courtyard
869,12175,2159,1,366,Manuport,Igneous Rock,Basalt,,"Dark gray (blágrýti), fine grained, high density, very rounded most likely due to water erosion, few or no vesicles, no clear phenocrysts",68,60,57,,Icelandic,C.2-3,1720-1850,1720-1870,Courtyard
870,12176,2181,1,3,Manuport,Igneous Rock + Mineral,Basalt + Zeolite,,"Subrounded pebble, a mixture of basalt and amygdales, amygdales bone to brownish white faint radial striations that could suggest scolecite or mesolite zeolite, amygdales in a very dark gray/almost black matrix, both basalt and zeolite yield to knife, no",18,15,11,,Icelandic,S18.4,1700-1740,1690-1750,Pantry
871,12177,2185,1,0.5,Manuport,Mineral,Quartz,,"Transluscent, subrounded most likely due to water erosion, glassy lustre, polished pitted surface, no distinguishing features, does not yield to knife, quartz mineral",13,11,7,,Icelandic,S5.2,1740-1760,1720-1780,Bishops Dining Room
872,12179,2415,1,43,Worked,Igneous Rock,"Basalt, vesicular, olivine?",,"Very dark gray, broken, curved outer edge, worked, fairly flat top and bottom, cirular hole in broken one side of fragment, smaller half missing, about 10 mm in diameter, edges rough and vesicular, basalt, vesicles angular, many have a red coating/inner s",,,26,36,Icelandic,MC.1,1650-1700,1630-1720,Midden Zone C
873,12180,2443,1,8,Manuport,Igneous Rock,Rhyolite,,"Sugangular, highly vesicular, vesicles 1-10 mm in length, very fine grained (dulkornótt), light gray (core) to bone white (outer weathering coat?), most likely water eroded rhyolite fragment",30,26,17,,Icelandic,S10.1,1700-1730,1690-1750,Kitchen
874,12181,2467,1,3,Manuport,Mineral,Onyx,,"Subrounded most likely due to water erosion, transluscent, one half grayish white, other whitish gray, clear horizontal banding in middle of pebble, glassy lustre",17,13,10,,Icelandic,S8.1,1720-1750,1720-1750,Nursery
875,12182,5021,1,2.71,Manuport,Mineral,Jasper,,"jasper red, subangular, weak greasy to glassy lustre, scratches glass weakly, waterworn",18,14,10,,Icelandic,,,,
876,12183,1,1,0.5,Roof Tile,Metamorphic Rock,Black slate,,"Black, fine grained, thin flake, edges sharp to dull/irregular",39,20,"0,9",,Foreign,LH,1958,1930-1960,Levelling Horizon
877,12184,1740,1,11,Roof Tile,Metamorphic Rock,Black slate,,"Black, fine grained, thick flake, edges sharp to dull/irregular",42,40,"4,3",,Foreign,S18.6,1760-1770,1750-1780,Pantry
878,12185,1968,1,0.5,Roof Tile,Metamorphic Rock,Black slate,,"Black, fine grained, thin flake, edges sharp to dull/irregular",26,14,"1,4",,Foreign,S18.5,1740-1760,1720-1780,Pantry
879,12186,1989,1,4,Roof Tile,Metamorphic Rock,Black slate,,"Black, fine grained, thin flake, edges dull/irregular",45,14,4,,Foreign,C.3,1830-1850,1810-1870,Courtyard
880,12187,2134,1,0.5,Roof Tile,Metamorphic Rock,Black slate,,"Black, fine grained, thin flake, edges sharp to dull/irregular",25,16,1,,Foreign,S6.3,1800-1890,1780-1900,Bishops Living Quarters
881,12188,2139,1,0.5,Roof Tile,Metamorphic Rock,Black slate,,"Black, fine grained, thin flake, edges sharp to dull/irregular",16,11,"1,2",,Foreign,S18.4,1700-1740,1690-1750,Pantry
882,12189,2165,1,0.5,Roof Tile,Metamorphic Rock,Black slate,,"Black, fine grained, thick flake, edges sharp to dull/irregular",17,11,"2,45",,Foreign,C.2-3,1720-1850,1720-1870,Courtyard
883,12190,2213,1,1,Roof Tile,Metamorphic Rock,Black slate,,"Dark gray, fine grained, thick flake, edges sharp to dull/irregular",21,20,"2,9",,Foreign,S17.6,1750-1770,1750-1780,Meat Store
884,12191,2233,1,0.5,Roof Tile,Metamorphic Rock,Black slate,,"Black, fine grained, thin flake, edges sharp to dull/irregular",22,17,"1,05",,Foreign,S6.2,1760-1800,1750-1810,Bishops Living Quarters
885,12192,2310,1,1,Roof Tile,Metamorphic Rock,Black slate,,"Dark gray, fine grained, thick flake, edges sharp to dull/irregular",25,14,"3,7",,Foreign,S6.1,1720-1760,1720-1780,Bishops Living Quarters
886,12193,2314,1,0.5,Roof Tile,Metamorphic Rock,Black slate,,"Black, fine grained, thin flake, edges sharp to dull/irregular",28,14,1,,Foreign,S4.1,1720-1760,1720-1780,Lodge/Dining Room & Chambers
887,12194,2322,2,1,Roof Tile,Metamorphic Rock,Black slate,,"Gray to grayish black, fine grained, thick flakes, edges sharp to dull/irregular",10-19,6-16,"2,3-2,8",,Foreign,,,,
888,12195,2356,1,0.5,Roof Tile,Metamorphic Rock,Black slate,,"Black, fine grained, thin flake, edges sharp to dull/irregular",14,14,"1,6",,Foreign,S8.2,1750-1800,1750-1810,Nursery/Private Chambers
889,12196,2380,1,170,Roof Tile,Metamorphic Rock,Black slate,,"Black, fine grained, large thick flake, edges dull/irregular",180,95,"5,6-5,8",,Foreign,S8.2,1750-1800,1750-1810,Nursery/Private Chambers
890,12197,2405,1,5,Roof Tile,Metamorphic Rock,Black slate,,"Black, fine grained, thin flake, edges sharp to dull/irregular",50,40,"1,9",,Foreign,S18.2,1680-1690,1660-1690,Pantry
891,12198,2464,4,1,Roof Tile,Metamorphic Rock,Black slate,,"Black, fine grained, thin flakes, edges sharp to dull/irregular",14-32,10-18,"1,1-1,15",,Foreign,S8.1,1720-1750,1720-1750,Nursery
892,12199,2467,2,0.5,Roof Tile,Metamorphic Rock,Black slate,,"Black, fine grained, thin flakes, edges sharp to dull/irregular",14-17,10-11,"1,4-1,6",,Foreign,S8.1,1720-1750,1720-1750,Nursery
893,12200,2468,8,19,Roof Tile,Metamorphic Rock,Black slate,,"Black, fine grained, thin to thick flakes, edges sharp to dull/irregular",12-61,8-50,"0,5-4,45",,Foreign,S8.1,1720-1750,1720-1750,Nursery
894,12201,2470,5,4,Roof Tile,Metamorphic Rock,Black slate,,"Black, fine grained, thin to thick flakes, edges sharp to dull/irregular",10-28,9-17,"1,2-2,35",,Foreign,S8.1,1720-1750,1720-1750,Nursery
895,12202,2471,1,0.5,Roof Tile,Metamorphic Rock,Black slate,,"Black, fine grained, thin flake, edges sharp to dull/irregular",19,13,"1,6",,Foreign,S8.1,1720-1750,1720-1750,Nursery
896,12203,2473,1,0.5,Roof Tile,Metamorphic Rock,Black slate,,"Black, fine grained, thin flake, edges sharp to dull/irregular",15,10,"1,1",,Foreign,S8.1,1720-1750,1720-1750,Nursery
