ID2,ID1,Finds No,ID,Unit No,Object,Category,material,Corrosion,Completeness,Size (mm),Fragment,Weight (g),Notes,Building Phase,Start Date,End Date,Real Date,Period_Date,Attribution
1152,1137,6043,,1045,tanged implement?,Tool_Other,iron/wood,heavy,fragment,60L,1,4.9,"sq sec shaft, one end inserted into wooden shaft; poss reamer?",S22.1,1670,1700,1670-1700,1660-1720,Assistant Teachers Quarters
1153,1133,3693,,1089,tanged implement,Tool_Other,iron,moderate,fragment,60x6x6,1,6.6,prob tang tapered on 2 sides with start of shaft - poss fork; not  blade,MC.3,1750,1900,1750-1900,1750-1810,Midden Zone C
1154,1138,6103,,1156,tanged implement?,Tool_Other,iron,heavy,fragment,,3,7.1,poss tang terminal and collar/bolster,S20.1,1650,1670,1650-1670,1630-1690,School Dormitory
1155,1086,6111,a,1170,tanged implement,Tool_Other,iron,heavy,fragment,52L,1,6.9,"small tool, with narrow 'blade' (9x2) with collar/bolster (13 diam, 10w) and wood around tang;",S4.1,1720,1760,1720-1760,1720-1780,Lodge/Dining Room & Chambers
1156,1093,6111,b,1170,tanged implement,Tool_Other,iron,heavy,fragment,,1,2.3,"collar (19 diam, 19w) around tang",S4.1,1720,1760,1720-1760,1720-1780,Lodge/Dining Room & Chambers
1157,1087,8513,a,1329,chain link?,Tool_Other,iron,heavy,complete,37x22,1,8.4,"oval link, one end bent out and up? 4mm diam round section",S12.1,1690,1740,1690-1740,1690-1750,Living Quarters
1158,1139,8522,,1347,implement?,Tool_Other,iron,heavy,fragment,75L,1,26.2,solid handled implement?,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
1159,1142,8591,,1412,tubular ferrule/socket,Tool_Other,iron,heavy,fragment,"150L, 23 -17 diam",1,103.2,tapered ferrule made from rolled sheet; sides not meeting; both ends broken; poss socket from soecketed implement; heavy concretions,S18.8,1790,1830,1790-1830,1780-1840,Midden
1160,1094,8601,b,1443,tube ferrule,Tool_Other,iron,heavy,complete,"35 diam, 28W, 4 th",1,93.3,"collar, overlapping ends",S10.4,1800,1880,1800-1880,1780-1900,Kitchen
1161,1109,8605,e,1448,tube ferrule?,Tool_Other,iron,heavy,fragment,"48L, 10 diam",1,5.6,thin rolled sheet into pipe,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
1162,1095,8607,b,1450,tube ferrule,Tool_Other,iron,moderate,fragment,"85L, 10 diam",1,12,"broken in 2, rolled sheet, sides overlap - piping? Not modern",S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
1163,1143,8670,,1647,socketed hook/candle holder,Tool_Other,iron,moderate,near complete,85L,1,19.3,"socket 57L, 12 diam for narrow candle/handle (in diam c 8mm), with short curving shank (broken) -  right-angled stem; either single holder or part of a multi-part stick; burnt wick in situ? Poss socketed hook - wall hook or fire hook?",S6.4,,1890,1890,1870-1900,Millers Workshop
1164,1144,8675,,1659,ring,Tool_Other,iron,heavy,complete,28x26,1,3.8,"poss chain link, slightly oval; too encrusted to see seciction",S18.6,1760,1770,1760-1770,1750-1780,Pantry
1165,1145,10141,,2288,tube ferrule,Tool_Other,iron,moderate,complete,"130L, diam 17-12",1,61.5,"tapering, long ferrule made from rolled iron plate (2mm th), ends abut; could be handle for pan but end does not look broken off; scabbard chape?",S17.6,1750,1770,1750-1770,1750-1780,Meat Store
1166,1147,14902,,2672,ratchet,Tool_Other,iron,light,fragment,40x8x3,1,5.5,flat/linear ratchet (rack) for a rack and pinion machine; scientific instrument? Simple pully?,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
1167,1152,18827,,2752,tube ferrule,Tool_Other,iron,heavy,near complete,"8 diam, 8 wide",1,0.7,small collar/bolster for fine implement,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
1168,1146,13366,,2754,implement?,Tool_Other,iron/wood,moderate,complete,,1,4.5,"forged nail (c45L) with wood (20L, 9 diam) around top of shaft and iron binding strip (4x1) in spiral arond wood; poss makeshift reamer/awl?",S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
1169,1148,16668,,2811,ring?,Tool_Other,iron,heavy,fragment,,1,0.5,"round section, curved - poss part of chain or buckle ring",S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
1170,1149,16708,,2818,ring,Tool_Other,iron,heavy,complete,24 diam,1,5.5,"o-ring, poss chain link - or small buckle?",S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
1171,1153,19166,,2822,tag,Tool_Other,aluminium,none,fragment,,,,aluminium label/tag from sample - recorded by mistake as find!,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
1172,1151,16718,,2832,tube ferrule,Tool_Other,iron,heavy,near complete,"14 diam, 22L/W",1,0.9,small collar/ferrule - ends broken,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
1173,1089,16703,a,2835,tube ferrule,Tool_Other,iron,heavy,complete,"13 diam, 13W",1,3.8,band wound round object - ends overlap; collar/bolster - binding strip,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
1174,1079,14914,92,2872,chain link,Tool_Other,iron,moderate corrosion,fragment,diameter 3mm,1,0.87,square sectioned,S23.1,1700,1720,1700-1720,1690-1720,Bishops Living Quarters
1175,1088,14992,a,2872,ring?,Tool_Other,iron,heavy,fragment,c25 diam,1,8,"poss C-chain link ring , broken in half",S23.1,1700,1720,1700-1720,1690-1720,Bishops Living Quarters
1176,1150,16715,,2947,hooked terminal,Tool_Other,iron,light,fragment,,1,2.4,curled end of fire steel/padlock key or pricket?,S17.2,1690,1700,1690-1700,1690-1720,Meat Store
1177,1154,6131,,1256,scissors?,Tool_Scissors,iron,heavy,fragment,,1,4.4,looped end of a shaft - poss scissor handle?,S11.3,1730,1740,1730-1740,1720-1750,Priests Living Quarters
1178,1156,1013,u,1,pjoning hook?,Tool_Textile,iron,heavy,near complete,107L,1,14,tanged with flat hooked end; crochet/shepherds knitting hook,LH,,1958,1958,1930-1960,Levelling Horizon
1179,1155,342,b,25,pjoning hook?,Tool_Textile,iron,heavy,fragment,102x15x2,1,4.4,"wedge-shaped, v. Thin strap - looks like spon handle but v. Thin; narrow end folded over and ?broken",MA.2,1910,1930,1910-1930,1900-1930,Midden Zone A
1180,1157,8636,,1563,knitting needle?,Tool_Textile,iron,moderate,complete,"215L, 3 diam",1,7.3,"slightly curved/bowed shaft, tapered at both ends; double pointed knitting needle?",S18.7,1770,1790,1770-1790,1750-1810,Pantry
1181,1173,2146,h,164,nib,Tool_Writing,iron,moderate,complete,35L,1,0.4,pen nib with half-socket for attachment to wooden handle,MA.2,1910,1930,1910-1930,1900-1930,Midden Zone A
1182,1174,7380,,1527,stylus,Tool_Writing,iron,moderate,complete,41L,1,4.1,short stylus with eyelet at top,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
1183,16,16731,,2819,book clasp?,Tool_Writing,iron,moderate,complete,21x19,1,1.5,"1 rivet hole, short strap, clasp end",S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
1184,1175,13806,,2872,stylus,Tool_Writing,iron,moderate,complete,113x6 diam,1,11,"rounded shaft, tapares to point with collared knop finial; tip slightly bent",S23.1,1700,1720,1700-1720,1690-1720,Bishops Living Quarters
1185,1560,8493,,0,unidentified,UNID,iron,heavy,fragment,68x15x12,1,27.1,bar like object,,,,,,
1186,1241,1013,ab,1,unidentified,UNID,iron,heavy,fragment,,15,54.9,misc lumps & frags,LH,,1958,1958,1930-1960,Levelling Horizon
1187,1254,1013,b,1,unidentified,UNID,iron,heavy,fragment,,1,12.7,lump,LH,,1958,1958,1930-1960,Levelling Horizon
1188,1258,1093,b,1,unidentified,UNID,iron,heavy,fragment,"48L, 2,5th",1,4,"band, tapers at one end, perf at wider end - repair sheet?",LH,,1958,1958,1930-1960,Levelling Horizon
1189,1289,8560,b,1,unidentified,UNID,iron,heavy,fragment,,3,30,lumps,LH,,1958,1958,1930-1960,Levelling Horizon
1190,1368,19364,c,1,unidentified,UNID,iron,heavy,fragment,102x8x7,1,13.8,slightly curved/bent sq-sect rod; poss tanged implement,LH,,1958,1958,1930-1960,Levelling Horizon
1191,1369,277,d,1,unidentified,UNID,iron,heavy,fragment,18,1,2.5,irreg lump,LH,,1958,1958,1930-1960,Levelling Horizon
1192,1389,19364,d,1,unidentified,UNID,iron,heavy,fragment,130x10x8,1,64,"rect-sect rod, slightly curved/bent, both ends broken but one end flattens out; poss tool",LH,,1958,1958,1930-1960,Levelling Horizon
1193,1399,8559,e,1,unidentified,UNID,iron,heavy,fragment,"3,5th",1,32.8,poss cauldron/stove fragment; too large for strapwork,LH,,1958,1958,1930-1960,Levelling Horizon
1194,1407,292,h,1,unidentified,UNID,iron,heavy,near complete,137x7x3,1,16.5,"thin, narrow rect se shaft, one end curved up slightly, other broken - but possibly widens out; spoon bit?",LH,,1958,1958,1930-1960,Levelling Horizon
1195,1409,8560,h,1,unidentified,UNID,iron,heavy,fragment,60x11x8,1,21.2,"narrow bar, taperinfg 2 sides at one end; ?chisel",LH,,1958,1958,1930-1960,Levelling Horizon
1196,1411,292,j,1,unidentified,UNID,iron,heavy,fragment,135x10x7,1,26.2,rect section bar/strap; poss strap hinge?,LH,,1958,1958,1930-1960,Levelling Horizon
1197,1418,292,o,1,unidentified,UNID,iron,heavy,fragment,"30L, 11 diam",1,23.9,"round sectioned, poss rebar",LH,,1958,1958,1930-1960,Levelling Horizon
1198,1419,292,r,1,unidentified,UNID,iron,heavy,fragment,85L,3,37.7,"3 joining frags of a curved bar, split longitudinally",LH,,1958,1958,1930-1960,Levelling Horizon
1199,1420,292,s,1,unidentified,UNID,iron,heavy,fragment,45x12x7,1,15.6,bar frag,LH,,1958,1958,1930-1960,Levelling Horizon
1200,1422,285,,1,unidentified,UNID,iron,moderate,complete,118L,1,102.7,round-sectioned looped pin with plate and bolt attachments; lock mechanism? Prob Modern,LH,,1958,1958,1930-1960,Levelling Horizon
1201,1423,297,,1,unidentified,UNID,iron,heavy,fragment,94x12x7,1,22.3,rect shaft with perf at one end and poss grooves/slots at other? Too corroded but could be padlock key - or just part of a strap hinge,LH,,1958,1958,1930-1960,Levelling Horizon
1202,1518,5917,,1,unidentified,UNID,iron,heavy,fragment,35x13x7,1,21.6,rect sect bar,LH,,1958,1958,1930-1960,Levelling Horizon
1203,1180,312,a,8,unidentified,UNID,iron,heavy,fragment,"78x9x2,5",1,8.3,blade like object but no sharp edge - poss tang broken at one end,T1.2,1984,1986,1984-1986,1960-1990,Guðmundur Ólafsson Excavation
1204,1424,315,,9,unidentified,UNID,iron,heavy,fragment,,1,18.5,straplike obj,T1.2,1984,1986,1984-1986,1960-1990,Guðmundur Ólafsson Excavation
1205,1242,316,b,10,unidentified,UNID,iron,heavy,fragment,,1,39,"skillet? Trivet? Stove ring? L-shaped profile, c200mm diam/8%",T1.2,1984,1986,1984-1986,1960-1990,Guðmundur Ólafsson Excavation
1206,1243,319,b,12,unidentified,UNID,iron,heavy,fragment,,6,24.9,misc lumps,T1.2,1984,1986,1984-1986,1960-1990,Guðmundur Ólafsson Excavation
1207,1425,328,,18,unidentified,UNID,iron,heavy,fragment,,1,20.9,plate-like object,S4.6,,1890,1890,1870-1900,Pantry/Kitchen
1208,1244,332,b,20,unidentified,UNID,iron,heavy,fragment,,1,4.9,strap like frag,MA.2,1910,1930,1910-1930,1900-1930,Midden Zone A
1209,1245,334,b,22,unidentified,UNID,iron,heavy,fragment,,1,14.7,curved u-shaped shaft with perf terminal - broken both ends; poss hook,LH,,1958,1958,1930-1960,Levelling Horizon
1210,1390,334,e,22,unidentified,UNID,iron,heavy,fragment,86x15,1,28,"blade like object, thins towards one end",LH,,1958,1958,1930-1960,Levelling Horizon
1211,1401,334,f,22,unidentified,UNID,iron,heavy,fragment,,3,27.7,strap like frags,LH,,1958,1958,1930-1960,Levelling Horizon
1212,1246,340,b,25,unidentified,UNID,iron,heavy,fragment,50L,1,26.8,strap (15 w) shaped into U with internal sockets - lock plate?,MA.2,1910,1930,1910-1930,1900-1930,Midden Zone A
1213,1370,345,d,27,unidentified,UNID,iron,heavy,fragment,41x33x22,1,28.4,poss large rove with rivet head,S33.1,1880,1952,1880-1952,1870-1960,Stables
1214,1391,348,e,28,unidentified,UNID,iron,heavy,fragment,,5,48.3,misc iron plate/sheet frags -,S5.6,1830,1890,1830-1890,1810-1900,Workshop/Flour Mill
1215,1333,994,c,29,unidentified,UNID,iron,heavy,fragment,22x18x6,1,5.4,square plate - rove? Small slag frag in same bag,S20.6,,1790,1790,1780-1810,School Dormitory
1216,1371,352,d,32,unidentified,UNID,iron,heavy,fragment,108x13x8,1,56.8,"narrow bar, tapering at one end, rect section; window bar?",MA.1,1870,1910,1870-1910,1870-1930,Midden Zone A
1217,1426,355,,33,unidentified,UNID,iron,heavy,fragment,45x18x5,1,10.1,beak-shaped bar - tong claw? Pick end?,S5.6,1830,1890,1830-1890,1810-1900,Workshop/Flour Mill
1218,1181,358,a,35,unidentified,UNID,iron,heavy,fragment,,1,11.1,thin straplike,LH,,1958,1958,1930-1960,Levelling Horizon
1219,1247,358,b,35,unidentified,UNID,iron,heavy,fragment,,1,21,thick plate - too thick for cauldron (10mm) - poss stove panel frag,LH,,1958,1958,1930-1960,Levelling Horizon
1220,1248,362,b,37,unidentified,UNID,iron,heavy,fragment,,3,45.7,too much corrosion to ID - all lumps,S20.6,,1790,1790,1780-1810,School Dormitory
1221,1182,369,a,44,unidentified,UNID,iron,heavy,fragment,,1,39.6,"curved shaft tapering to point with flat section turned 90 deg at other, broken end; iron bolster/?nut at junction; mechanism component? Modern?",S33.1,1880,1952,1880-1952,1870-1960,Stables
1222,1372,877,d,45,unidentified,UNID,iron,heavy,fragment,,1,7.8,"U-shaped strip (10x6), rect section, broken both ends",S32.1,1850,1890,1850-1890,1840-1900,Forge
1223,1332,371,c,52,unidentified,UNID,iron,heavy,fragment,,1,29.1,plate and shaft - poss butt hinge?,S29.3,,1900,1900,1900,Outhouse
1224,1436,1004,,59,unidentified,UNID,iron,heavy,fragment,,9,18.3,misc small frags,S20.5,1770,1790,1770-1790,1750-1810,School Dormitory
1225,1402,382,f,65,unidentified,UNID,iron,heavy,fragment,,1,12.2,shaftlike lump,S4.5,1840,1890,1840-1890,1840-1900,Pantry/Kitchen
1226,1427,393,,76,unidentified,UNID,iron,heavy,fragment,82x11x11,1,26.9,hooked handle/shank - very poor condition,S13.4,1830,1850,1830-1850,1810-1870,Silo/Midden
1227,1249,394,b,77,unidentified,UNID,iron,heavy,fragment,,1,18.1,T-shaped - looks like 2 nails fused together but shafts are too flattened; could be part of a trivet? Bridle bit?,S8.3,1800,1850,1800-1850,1780-1870,Nursery/Private Chambers
1228,1428,407,,90,unidentified,UNID,iron,heavy,complete,93L,1,61.2,Either a L-staple of compass; worth x-ray,S8.2,1750,1800,1750-1800,1750-1810,Nursery/Private Chambers
1229,1429,408,,90,unidentified,UNID,iron,heavy,fragment,,1,1.7,small frag - dome-shaped iron panning in same bag,S8.2,1750,1800,1750-1800,1750-1810,Nursery/Private Chambers
1230,1250,413,b,91,unidentified,UNID,iron,heavy,fragment,72x23x2,1,10.8,prob strapwork frag,S13.4,1830,1850,1830-1850,1810-1870,Silo/Midden
1231,1251,418,b,93,unidentified,UNID,iron,heavy,fragment,,1,9.1,lump,S4.4,1800,1840,1800-1840,1780-1840,Pantry/Kitchen
1232,1252,420,b,93,unidentified,UNID,iron,heavy,fragment,,2,28.7,shaft like,S4.4,1800,1840,1800-1840,1780-1840,Pantry/Kitchen
1233,1430,414,,93,unidentified,UNID,iron,heavy,fragment,,1,3.8,fragment of ?plate,S4.4,1800,1840,1800-1840,1780-1840,Pantry/Kitchen
1234,1431,417,,93,unidentified,UNID,iron,heavy,fragment,,1,5.1,"shaft like, poss nail",S4.4,1800,1840,1800-1840,1780-1840,Pantry/Kitchen
1235,1432,429,,101,unidentified,UNID,iron,heavy,fragment,,1,14.2,"shaft like, poss nail",S4.3,1780,1800,1780-1800,1780-1810,Lodge/Dining Room & Chambers
1236,1433,430,,102,unidentified,UNID,iron,heavy,fragment,,1,10.4,sq sect (7x5) s-shaped shaft  with one end flattened out; poss implement,S20.4,1750,1770,1750-1770,1750-1780,School Dormitory
1237,1183,433,a,108,unidentified,UNID,iron,heavy,fragment,,1,13.1,?rod section?,S29.1,1780,1800,1780-1800,1780-1810,Infirmary
1238,1253,433,b,108,unidentified,UNID,iron,heavy,fragment,,1,6.8,shaft like,S29.1,1780,1800,1780-1800,1780-1810,Infirmary
1239,1459,2108,,110,unidentified,UNID,iron,heavy,fragment,,1,12.3,lump,S13.4,1830,1850,1830-1850,1810-1870,Silo/Midden
1240,1434,439,,123,unidentified,UNID,iron,heavy,fragment,,1,47.4,strap-like - poss 2 pieces stuck together,S29.1,1780,1800,1780-1800,1780-1810,Infirmary
1241,1435,451,,145,unidentified,UNID,iron,heavy,fragment,,2,26.1,"long, thin blade-like or strap-like objects",S4.2,1760,1780,1760-1780,1750-1780,Lodge/Dining Room & Chambers
1242,1493,5719,,159,unidentified,UNID,iron,heavy,fragment,,2,26.3,"shaft like lumps, poss nails",S21.3,1750,1770,1750-1770,1750-1780,School Room
1243,1192,2146,a,164,unidentified,UNID,aluminium,light,fragment,,5,38.8,"tubular ferrule/sleeve, doubled with V-slit on one side; 2 attachments and 1 strap; poss not all the same object",MA.2,1910,1930,1910-1930,1900-1930,Midden Zone A
1244,1205,5932,a,164,unidentified,UNID,iron,heavy,fragment,108x12x1,1,6.3,tongue-depressor like object - end missing; poss handle of a pjoning hook - or spoon,MA.2,1910,1930,1910-1930,1900-1930,Midden Zone A
1245,1346,2146,c,164,unidentified,UNID,iron,light,fragment,93x9x9,1,42.3,"rod, tapering on 2 sides to a tip which is bent; other end broken; oblique cut marks on 2 sides",MA.2,1910,1930,1910-1930,1900-1930,Midden Zone A
1246,1414,2143,k,164,unidentified,UNID,iron,moderate,fragment,"3,5x0,1",1,1.2,"thin, narrow band with ?chevron/leaf pattern on both sides - fret saw blade?",MA.2,1910,1930,1910-1930,1900-1930,Midden Zone A
1247,1460,2144,,164,unidentified,UNID,iron,heavy,fragment,48x39,1,17.8,2 pieces of plate attached together; poss rim lock; presumably found with leather,MA.2,1910,1930,1910-1930,1900-1930,Midden Zone A
1248,1334,1041,c,165,unidentified,UNID,iron,heavy,fragment,,1,36.7,thick platelike frag,LH,,1958,1958,1930-1960,Levelling Horizon
1249,1373,1041,d,165,unidentified,UNID,iron,heavy,fragment,,8,44.8,sheet/strapwork of some kind,LH,,1958,1958,1930-1960,Levelling Horizon
1250,1184,1054,a,166,unidentified,UNID,iron,heavy,fragment,,6,39.4,lumps,S9.2,1800,1880,1800-1880,1780-1900,Living Quarters
1251,1255,1054,b,166,unidentified,UNID,iron,heavy,complete,"61L, 2 diam",1,1.6,wire shaft looped at each end - but at 90 degrees to each other; some kind of chain link?,S9.2,1800,1880,1800-1880,1780-1900,Living Quarters
1252,1256,1054,b,166,unidentified,UNID,iron,heavy,fragment,,14,50.1,sheet/strapwork of some kind,S9.2,1800,1880,1800-1880,1780-1900,Living Quarters
1253,1336,1054,c,166,unidentified,UNID,iron,heavy,fragment,33x5x2,1,1,small iron strap/band,S9.2,1800,1880,1800-1880,1780-1900,Living Quarters
1254,1405,1054,g,166,unidentified,UNID,iron,heavy,fragment,55L,1,5,"thin blade like object, tapering symmetrically both ends - poss small knife but heavily encrusted",S9.2,1800,1880,1800-1880,1780-1900,Living Quarters
1255,1335,1048,c,168,unidentified,UNID,iron,heavy,fragment,43x13x5,1,11,"L-shaped plate, one end broken; strapwork?",LH,,1958,1958,1930-1960,Levelling Horizon
1256,1185,1067,a,169,unidentified,UNID,iron,heavy,fragment,50x17x7,1,13.7,"flat thick strap, tapering at one end; poss strapwork terminal",S4.6,,1890,1890,1870-1900,Pantry/Kitchen
