Sherd group,Finds_No,Context,Group,Refits,Similar to,Vessel ID,Same as VID,Fabric code,ICP,Fabric Group,Broad fabric,Vessel type,Vessel group,Food type,Number of sherds,evrep,batch,Weight,eve (%rim),eve (%base),size (mm),Rim form,Decorated,colour,Decorative method,Pattern class,Pattern type,Matching set,Moulding method,Moulding type,Repair hole,Residue,Sooting,Burnt,Use-wear,Makers mark,Date,Notes,Photo,Building Phases_Building Phase,Real Date,Start date,End date,Period_Date,Attribution,GroupNo,Space,Unit type,Unit entropy,Sieved,,
2857,39,27,,,,1264,,asian porcelain,,Porcelain,POR,saucer,tableware,hot drink,2,1,FALSE,1.5,7,,120,,Decorated,blue,Hand painted,,Blue & White,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,1690-1795,diaper trellis  border,FALSE,S33.1,1880-1952,1880,1952,1870-1960,Eastern Farm/Byre,81,81,Floor,disturbed,FALSE,,
2858,39,27,,,,,,asian porcelain,,Porcelain,POR,,,,2,1,FALSE,0.9,,,,,Decorated,blue,Hand painted,,Batavian,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,1685-1795,body - poss saucer,FALSE,S33.1,1880-1952,1880,1952,1870-1960,Eastern Farm/Byre,81,81,Floor,disturbed,FALSE,,
2859,39,27,,,2874,,72,asian porcelain,,Porcelain,POR,saucer,tableware,hot drink,2,1,FALSE,0.9,,,,,Decorated,gilt,Enamelled,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,?1700-1740,scroll border -  Rouge-de-fer?,FALSE,S33.1,1880-1952,1880,1952,1870-1960,Eastern Farm/Byre,81,81,Floor,disturbed,FALSE,,
2860,51,37,,,,,,asian porcelain,,Porcelain,POR,,,,1,1,FALSE,0.2,,,,,Decorated,blue,Hand painted,,Batavian,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,1690-1795,hatched trellis border,FALSE,S20.6,1790,1790,1790,1780-1810,School Dormitory,80,80,Roof,disorganized,FALSE,,
2861,51,37,,,,,,asian porcelain,,Porcelain,POR,saucer,tableware,hot drink,2,1,FALSE,1.7,,10,,,Decorated,blue,Hand painted,,Blue & White,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,"base, floral",FALSE,S20.6,1790,1790,1790,1780-1810,School Dormitory,80,80,Roof,disorganized,FALSE,,
2862,51,37,,,,,,asian porcelain,,Porcelain,POR,cup,tableware,hot drink,1,1,FALSE,0.3,,,,,Decorated,blue,Hand painted,,Blue & White,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,"rim, floral; Kangxi?",FALSE,S20.6,1790,1790,1790,1780-1810,School Dormitory,80,80,Roof,disorganized,FALSE,,
2863,51,37,,,2875,1229,,asian porcelain,,Porcelain,POR,,,,1,1,FALSE,0.3,,,,,Decorated,grey,Enamelled,,En grisaille,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,1730-1805,"body, prob cup; flower.",FALSE,S20.6,1790,1790,1790,1780-1810,School Dormitory,80,80,Roof,disorganized,FALSE,,
2864,65,63,,,,,,asian porcelain,,Porcelain,POR,,,,1,,TRUE,0.2,,,,,Decorated,blue,Hand painted,,Batavian,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,1685-1795,small body sherd,FALSE,S33.1,1880-1952,1880,1952,1870-1960,Eastern Farm/Byre,81,81,Floor,disturbed,FALSE,,
2865,89,91,,,,,,asian porcelain,,Porcelain,POR,,,,1,1,FALSE,1.6,,,,,Decorated,blue,Hand painted,,Batavian,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,1685-1795,base of plate/saucer - batavian with white reserve area and u/g blue - inside??,FALSE,S13.4,1830-1850,1830,1850,1810-1870,Silo/Midden,30,30,Wall,disorganized,FALSE,,
2866,113,149,,,,,,unsourced porcelain,,Porcelain,POR,,,,2,,TRUE,0.5,,,,,Decorated,blue,Hand painted,,Blue & White,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,"2 small sherds from thin vessel, poss Asian",FALSE,S21.3,1750-1770,1750,1770,1750-1780,School Room,81,81,Floor,in situ,FALSE,,
2867,82,82,,,,,,asian porcelain,,Porcelain,POR,,,,1,,TRUE,0.6,,,,,Decorated,blue,Hand painted,,Batavian,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,1685-1795,"base of cup/saucer, floral motif",FALSE,S33.1,1880-1952,1880,1952,1870-1960,Eastern Farm/Byre,81,81,Floor,in situ,FALSE,,
2868,82,82,,,,,,unsourced porcelain,,Porcelain,POR,,,,2,,TRUE,0.7,,,,,Decorated,blue,Hand painted,,Blue & White,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,poss Asian; body sherds from thin vessel,FALSE,S33.1,1880-1952,1880,1952,1870-1960,Eastern Farm/Byre,81,81,Floor,in situ,FALSE,,
2869,31,18,,,,2,,asian porcelain,,Porcelain,POR,bowl,tableware,wet food,1,1,FALSE,1.1,3,,140,,Decorated,blue,Hand painted,,Batavian,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,1690-1795,diaper trellis border,FALSE,S4.6,1890,1890,1890,1870-1900,Pantry/Kitchen,300,300,Wall,disorganized,FALSE,,
2870,2,85,,,,,,asian porcelain,,Porcelain,POR,,,,1,1,FALSE,0.2,,,,,Decorated,grey,Enamelled,,En grisaille,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,1730-1805,floral; base of saucer?,FALSE,S21.5,1790,1790,1790,1780-1810,School Room,81,81,Floor,in situ,FALSE,,
2871,2,85,,,,64,,asian porcelain,,Porcelain,POR,saucer,tableware,hot drink,1,1,FALSE,,5,,140,,Decorated,blue,Hand painted,,Blue & White,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,1690-1795,diaper trellis border with pavilion/terrace scene?,FALSE,S21.5,1790,1790,1790,1780-1810,School Room,81,81,Floor,in situ,FALSE,,
2872,16,27,,,,1263,,asian porcelain,,Porcelain,POR,cup,tableware,hot drink,2,1,FALSE,3.8,1,10,,,Decorated,blue,Hand painted,,Batavian,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,1690-1795,trellis border,FALSE,S33.1,1880-1952,1880,1952,1870-1960,Eastern Farm/Byre,81,81,Floor,disturbed,FALSE,,
2873,16,27,,,,29,,asian porcelain,,Porcelain,POR,cup,tableware,hot drink,2,1,FALSE,0.8,7,,80,,Decorated,blue,Hand painted,,Blue & White,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,"rim cup, internal double band border, external ?floral; Kangxi?",FALSE,S33.1,1880-1952,1880,1952,1870-1960,Eastern Farm/Byre,81,81,Floor,disturbed,FALSE,,
2874,16,27,,,"2877, 2859",,72,asian porcelain,,Porcelain,POR,saucer,tableware,hot drink,1,1,FALSE,0.9,3,,,,Decorated,gilt,Enamelled,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,18 c.,scroll border in grey/brown with gilt over - RdF or EG?,FALSE,S33.1,1880-1952,1880,1952,1870-1960,Eastern Farm/Byre,81,81,Floor,disturbed,FALSE,,
2875,16,27,,,2863,,,asian porcelain,,Porcelain,POR,,,,1,,TRUE,0.3,,,,,Decorated,grey,Enamelled,,En grisaille,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,1730-1805,small body sherd with floral motif,FALSE,S33.1,1880-1952,1880,1952,1870-1960,Eastern Farm/Byre,81,81,Floor,disturbed,FALSE,,
2876,19,77,,,,955,,asian porcelain,,Porcelain,POR,,,,1,,TRUE,0.4,,,,,Decorated,polychrome,Enamelled,,Famille Rose,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,1720-1800,flopwer with purple red and white; prob cup,FALSE,S8.3,1800-1850,1800,1850,1780-1870,Nursery/Private Chambers,39,39,Roof,disorganized,FALSE,,
2877,19,77,,,,1312,,asian porcelain,,Porcelain,POR,saucer,tableware,hot drink,1,1,FALSE,1.1,2,,,,Decorated,blue,Hand painted,,Batavian,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,1685-1750,hatched trellis border with panelled design - kangxi,FALSE,S8.3,1800-1850,1800,1850,1780-1870,Nursery/Private Chambers,39,39,Roof,disorganized,FALSE,,
2878,19,77,,,,956,,asian porcelain,,Porcelain,POR,,,,1,1,FALSE,0.8,,,,,Decorated,grey,Enamelled,,En grisaille,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,1730-1805,base from saucer/plate,FALSE,S8.3,1800-1850,1800,1850,1780-1870,Nursery/Private Chambers,39,39,Roof,disorganized,FALSE,,
2879,110,128,,,,,,asian porcelain,,Porcelain,POR,saucer,tableware,hot drink,1,1,FALSE,2.2,,,,,Decorated,blue,Hand painted,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,?1700-1750,base - prob saucer; floral reserve?,FALSE,S30.4,1750,1750,1750,1750-1780,School Master's House,127,127,Wall,disorganized,FALSE,,
2880,91,93,,,,27,,asian porcelain,,Porcelain,POR,cup,tableware,hot drink,1,1,FALSE,1.1,11,,70,,Decorated,blue,Hand painted,,Blue & White,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,?1700-1750,scroll border interior with exterior floral and band; Kangxi?,FALSE,S4.4,1800-1840,1800,1840,1780-1840,Pantry/Kitchen,825,301,Floor,in situ,FALSE,,
2881,91,93,,,,430,,unsourced porcelain,,Porcelain,POR,cup,tableware,hot drink,1,1,FALSE,0.4,5,,,,Decorated,polychrome,Enamelled,,En grisaille,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,1730-1805,red and grey border band; en grisaille?,FALSE,S4.4,1800-1840,1800,1840,1780-1840,Pantry/Kitchen,825,301,Floor,in situ,FALSE,,
2882,107,123,,,,1003,,asian porcelain,,Porcelain,POR,cup,tableware,hot drink,2,1,FALSE,2.1,5,,80,,Decorated,blue,Hand painted,,Blue & White,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,1690-?1750,"hatched trellis border, floral motifs; Kangxi?",FALSE,S29.1,1780-1790,1780,1790,1780-1810,Infirmary,3029,3029,Floor,in situ,FALSE,,
2883,105,121,,,,,,asian porcelain,,Porcelain,POR,,,,1,1,FALSE,0.2,,,,,Decorated,blue,Hand painted,,Blue & White,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,very thin vessel - cup/saucer,FALSE,S4.1,1720-1760,1720,1760,1720-1780,Lodge/Dining Room & Chambers,989,989,Wall,disorganized,FALSE,,
2884,105,121,,,,,,asian porcelain,,Porcelain,POR,,,,1,,TRUE,1,,,,,Uncertain,,,,Batavian,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,1685-1795,body sherd,FALSE,S4.1,1720-1760,1720,1760,1720-1780,Lodge/Dining Room & Chambers,989,989,Wall,disorganized,FALSE,,
2885,101,112,,,,,,asian porcelain,,Porcelain,POR,,,,1,1,FALSE,1.9,,,,,Decorated,blue,Hand painted,,Batavian,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,1690-1795,diaper trellis border; cup/saucer,FALSE,S4.6,1890,1890,1890,1870-1900,Pantry/Kitchen,300,300,Wall,disorganized,FALSE,,
2886,12,88,,,,,,asian porcelain,,Porcelain,POR,saucer,tableware,hot drink,1,1,FALSE,3.4,,14,,,Decorated,blue,Hand painted,,Blue & White,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,1710-1855,"base, pavilion landscape",FALSE,S21.5,1790,1790,1790,1780-1810,School Room,81,81,Floor,in situ,FALSE,,
2887,12,88,,,"2874, 2859",,72,asian porcelain,,Porcelain,POR,saucer,tableware,hot drink,1,1,FALSE,1.6,8,,140,,Decorated,gilt,Enamelled,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,scroll border in grey/brown - gilt EG or RdF? Prob same vessel as #2874,TRUE,S21.5,1790,1790,1790,1780-1810,School Room,81,81,Floor,in situ,FALSE,,
2888,75,74,,,2845,42,,asian porcelain,,Porcelain,POR,cup,tableware,hot drink,1,1,FALSE,1.3,,,,,Decorated,red,Enamelled,,Rouge-de-fer,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,1700-1740,scroll border on batavian; cup/bowl? Prob same as #2845,FALSE,S33.1,1880-1952,1880,1952,1870-1960,Eastern Farm/Byre,81,81,Floor,in situ,FALSE,,
2889,75,74,,,,32,,asian porcelain,,Porcelain,POR,cup,tableware,hot drink,1,1,FALSE,1.1,7,,100,,Decorated,blue,Hand painted,,Blue & White,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,1690-1795,"diaper trellis border, floral motif",FALSE,S33.1,1880-1952,1880,1952,1870-1960,Eastern Farm/Byre,81,81,Floor,in situ,FALSE,,
2890,43,29,,,,1227,,asian porcelain,,Porcelain,POR,saucer,tableware,hot drink,2,1,FALSE,2.2,6,,130,,Decorated,blue,Hand painted,,Blue & White,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,1690-1795,diaper trellis border,FALSE,S20.6,1790,1790,1790,1780-1810,School Dormitory,80,80,Floor,in situ,FALSE,,
2891,43,29,,,,,,asian porcelain,,Porcelain,POR,cup,tableware,hot drink,1,1,FALSE,0.3,,,,,Decorated,blue,Hand painted,,Blue & White,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,"thin vessel, band inside, floral outside",FALSE,S20.6,1790,1790,1790,1780-1810,School Dormitory,80,80,Floor,in situ,FALSE,,
2892,43,29,,,,,,asian porcelain,,Porcelain,POR,,,,1,1,FALSE,0.3,,,,,Decorated,blue,Hand painted,,Blue & White,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,1690-1795,diaper trellis border; cup/saucer,FALSE,S20.6,1790,1790,1790,1780-1810,School Dormitory,80,80,Floor,in situ,FALSE,,
2893,43,29,,,,,,asian porcelain,,Porcelain,POR,,,,11,,TRUE,3.4,,,,,Decorated,blue,Hand painted,,Blue & White,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,misc body sherds,FALSE,S20.6,1790,1790,1790,1780-1810,School Dormitory,80,80,Floor,in situ,FALSE,,
2894,43,29,,,,,,asian porcelain,,Porcelain,POR,,,,1,1,FALSE,0.4,,,,,Decorated,blue,Hand painted,,Batavian,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,1685-1795,rim with floral border under band; cup/saucer; Kangxi?,FALSE,S20.6,1790,1790,1790,1780-1810,School Dormitory,80,80,Floor,in situ,FALSE,,
2895,43,29,,,,,,asian porcelain,,Porcelain,POR,,,,1,1,FALSE,1,,,,,Decorated,blue,Hand painted,,Batavian,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,1690-1795,diaper trellis border; prob bowl/cup,FALSE,S20.6,1790,1790,1790,1780-1810,School Dormitory,80,80,Floor,in situ,FALSE,,
2896,43,29,,,,1230,,asian porcelain,,Porcelain,POR,,,,1,1,FALSE,0.5,,,,,Decorated,blue,Hand painted,,Batavian,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,1690-1795,hatched trellis border over floral; cup/saucer,FALSE,S20.6,1790,1790,1790,1780-1810,School Dormitory,80,80,Floor,in situ,FALSE,,
2897,43,29,,,,,,asian porcelain,,Porcelain,POR,,,,1,1,FALSE,0.2,,,,,Decorated,blue,Hand painted,,Batavian,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,1690-1795,hatched trellis border; cup/saucer,FALSE,S20.6,1790,1790,1790,1780-1810,School Dormitory,80,80,Floor,in situ,FALSE,,
2898,43,29,,,,,,asian porcelain,,Porcelain,POR,,,,3,,TRUE,1.1,,,,,Decorated,blue,Hand painted,,Batavian,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,1685-1795,misc body sherds,FALSE,S20.6,1790,1790,1790,1780-1810,School Dormitory,80,80,Floor,in situ,FALSE,,
2899,77,75,,,"2887, 2859, 2874",72,,asian porcelain,,Porcelain,POR,saucer,tableware,hot drink,4,1,FALSE,1.4,10,,,,Decorated,gilt,Enamelled,,En grisaille,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,1730-1805,scroll border; same vessel as 2887; poss even same vessel as 2900,FALSE,S33.1,1880-1952,1880,1952,1870-1960,Eastern Farm/Byre,81,81,Floor,in situ,FALSE,,
2900,77,75,,,,,,asian porcelain,,Porcelain,POR,saucer,tableware,hot drink,2,1,FALSE,3.8,,11,,,Decorated,grey,Enamelled,,En grisaille,TRUE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,1730-1805,floral motif; matching saucer for cup #2863/2875,FALSE,S33.1,1880-1952,1880,1952,1870-1960,Eastern Farm/Byre,81,81,Floor,in situ,FALSE,,
2901,77,75,,,,,,asian porcelain,,Porcelain,POR,,,,6,,TRUE,2,,,,,Uncertain,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,body sherds - prob going with #2899 or 2900,FALSE,S33.1,1880-1952,1880,1952,1870-1960,Eastern Farm/Byre,81,81,Floor,in situ,FALSE,,
2902,77,75,,,,,,asian porcelain,,Porcelain,POR,,,,2,2,FALSE,0.4,,,,,Decorated,blue,Hand painted,,Batavian,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,1690-1795,"2 rims, 2 different vessels (cup/saucer= with diaper trellis border",FALSE,S33.1,1880-1952,1880,1952,1870-1960,Eastern Farm/Byre,81,81,Floor,in situ,FALSE,,
2903,77,75,,,,,,asian porcelain,,Porcelain,POR,,,,1,1,FALSE,0.3,,,,,Decorated,blue,Hand painted,,Blue & White,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,rim of cup/saucer,FALSE,S33.1,1880-1952,1880,1952,1870-1960,Eastern Farm/Byre,81,81,Floor,in situ,FALSE,,
2904,77,75,,,,39,,asian porcelain,,Porcelain,POR,cup,tableware,hot drink,3,1,FALSE,2.1,5,,90,,Decorated,polychrome,Enamelled,,Famille Rose,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,1720-1800,rim with diaper trellis border; poss FV but pink enamel; on batavian,FALSE,S33.1,1880-1952,1880,1952,1870-1960,Eastern Farm/Byre,81,81,Floor,in situ,FALSE,,
2905,77,75,,,,,,asian porcelain,,Porcelain,POR,saucer,tableware,hot drink,7,1,FALSE,24.1,4,20,,,Decorated,blue,Hand painted,,Blue & White,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,1700-1750,diaper trellis border with floral reserve,TRUE,S33.1,1880-1952,1880,1952,1870-1960,Eastern Farm/Byre,81,81,Floor,in situ,FALSE,,
2906,7,108,,,,1003,,asian porcelain,,Porcelain,POR,cup,tableware,hot drink,2,1,FALSE,2.2,7,,80,,Decorated,blue,Hand painted,,Blue & White,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,1690-1795,"hatched trellis border inside, floral sprigs outside; Kangxi?",FALSE,S29.1,1780-1790,1780,1790,1780-1810,Infirmary,3029,3029,Floor,in situ,FALSE,,
2907,7,108,,,,,,asian porcelain,,Porcelain,POR,,,,1,,TRUE,0.7,,,,,Decorated,blue,Hand painted,,Batavian,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,1685-1795,body,FALSE,S29.1,1780-1790,1780,1790,1780-1810,Infirmary,3029,3029,Floor,in situ,FALSE,,
2908,7,108,,,,1005,,asian porcelain,,Porcelain,POR,,,,1,1,FALSE,2.8,,,,,Decorated,polychrome,Enamelled,,Imari,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,1695-1795,base of saucer/bowl - blue shaded pattern with red over; on batavian,FALSE,S29.1,1780-1790,1780,1790,1780-1810,Infirmary,3029,3029,Floor,in situ,FALSE,,
2909,37,26,,,,,,asian porcelain,,Porcelain,POR,,,,1,1,FALSE,1.3,,,,,Decorated,blue,Hand painted,,Batavian,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,1685-1795,body,FALSE,S21.4,1770-1790,1770,1790,1750-1810,School Room,81,81,Wall,disturbed,FALSE,,
2910,7,108,,,,1002,,asian porcelain,,Porcelain,POR,cup,tableware,hot drink,1,1,FALSE,3,10,,80,,Decorated,blue,Hand painted,,Batavian,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,1690-1795,diaper trellis border - large area of white - flora reserve? Kangxi?,FALSE,S29.1,1780-1790,1780,1790,1780-1810,Infirmary,3029,3029,Floor,in situ,FALSE,,
2911,21,1,,,,57,,asian porcelain,,Porcelain,POR,saucer,tableware,hot drink,1,1,FALSE,4.4,8,,150,,Decorated,blue,Hand painted,,Blue & White,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,1690-1750,diaper trellis and floral border with dense floral pattern; Kangxi,FALSE,LH,1958,1958,1958,1930-1960,Levelling Horizon,752,752,Demolition,disorganized,FALSE,,
2912,21,1,,,,,,asian porcelain,,Porcelain,POR,cup,tableware,hot drink,1,1,FALSE,5,,,,,Decorated,blue,Hand painted,,Batavian,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,1685-1795,base of cup/bowl with floral motif,FALSE,LH,1958,1958,1958,1930-1960,Levelling Horizon,752,752,Demolition,disorganized,FALSE,,
2913,21,1,,,,,,asian porcelain,,Porcelain,POR,saucer,tableware,hot drink,2,1,FALSE,1.9,,,,,Decorated,blue,Hand painted,,Blue & White,FALSE,,,FALSE,FALSE,TRUE,FALSE,,FALSE,,base & body; sooting/burning on sherds - post-breakage?,FALSE,LH,1958,1958,1958,1930-1960,Levelling Horizon,752,752,Demolition,disorganized,FALSE,,
2914,21,1,,,,70,,asian porcelain,,Porcelain,POR,saucer,tableware,hot drink,2,1,FALSE,9.5,4,10,,,Decorated,polychrome,Enamelled,,Famille Rose,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,1720-1800,on batavian; gilt on floral,FALSE,LH,1958,1958,1958,1930-1960,Levelling Horizon,752,752,Demolition,disorganized,FALSE,,
2915,21,1,,,,44,,asian porcelain,,Porcelain,POR,plate,tableware,dry food,2,1,FALSE,6.7,,8,,,Decorated,polychrome,Enamelled,,Famille Verte,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,?1680-1730,base with dense floral array - red and green; poss late?,FALSE,LH,1958,1958,1958,1930-1960,Levelling Horizon,752,752,Demolition,disorganized,FALSE,,
2916,21,1,,,,,,unsourced porcelain,,Porcelain,POR,plate,tableware,dry food,4,,TRUE,5.1,,,,,Decorated,blue,Hand painted,,Mussel,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,19/20 c. European porcelain,FALSE,LH,1958,1958,1958,1930-1960,Levelling Horizon,752,752,Demolition,disorganized,FALSE,,
2917,21,1,,,,,,unsourced porcelain,,Porcelain,POR,,,,1,,TRUE,5.3,,,,,Uncertain,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,19/20 c,base of plate/saucer; European,FALSE,LH,1958,1958,1958,1930-1960,Levelling Horizon,752,752,Demolition,disorganized,FALSE,,
2918,7716,1627,,,2810,30,,asian porcelain,,Porcelain,POR,cup,tableware,hot drink,3,1,FALSE,1.7,,,,,Decorated,blue,Hand painted,,Blue & White,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,18 c.,rim with trigram and body sherds with yin-yang; prob same vessel; prob same vessel as #2810,FALSE,S7.1,1720-1760,1720,1760,1720-1780,Vestibule & Corridor,1702,1702,Floor,in situ,TRUE,,
2919,7716,1627,,,,,,asian porcelain,,Porcelain,POR,saucer,tableware,hot drink,2,1,FALSE,1.4,2,,,,Decorated,blue,Hand painted,,Blue & White,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,1690-1795,hatched trellis border,FALSE,S7.1,1720-1760,1720,1760,1720-1780,Vestibule & Corridor,1702,1702,Floor,in situ,TRUE,,
2920,7716,1627,,,,,,asian porcelain,,Porcelain,POR,,,,1,,TRUE,0.2,,,,,Uncertain,,,,Batavian,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,1685-1795,yellow-beige,FALSE,S7.1,1720-1760,1720,1760,1720-1780,Vestibule & Corridor,1702,1702,Floor,in situ,TRUE,,
2921,7716,1627,,,2799,5,,asian porcelain,,Porcelain,POR,bowl,tableware,wet food,1,1,FALSE,1,2,,,,Decorated,grey,Enamelled,,En grisaille,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,?1765-1805,wavy border over 3 dots and gilt overlay; large bowl,FALSE,S7.1,1720-1760,1720,1760,1720-1780,Vestibule & Corridor,1702,1702,Floor,in situ,TRUE,,
2922,7690,1592,,,,,,asian porcelain,,Porcelain,POR,cup,tableware,hot drink,1,1,FALSE,2.3,6,,90,,Decorated,blue,Hand painted,,Batavian,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,1690-1795,diaper trellis border,FALSE,C.3,1830-1850,1830,1850,1810-1870,Courtyard,1257,1257,External area,in situ,FALSE,,
2923,7690,1592,,,,,,unsourced porcelain,,Porcelain,POR,,,,2,,TRUE,1.8,,,,,Uncertain,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,?19/20c,base and body - large bowl?,FALSE,C.3,1830-1850,1830,1850,1810-1870,Courtyard,1257,1257,External area,in situ,FALSE,,
2924,7690,1592,,,,,,unsourced porcelain,,Porcelain,POR,saucer,tableware,hot drink,1,1,FALSE,2.5,,,,,Decorated,blue,Hand painted,Floral,Mussel,FALSE,Press-moulded,fluted,FALSE,FALSE,FALSE,FALSE,,FALSE,1775+,Copenhagen prob - dark blue palette,FALSE,C.3,1830-1850,1830,1850,1810-1870,Courtyard,1257,1257,External area,in situ,FALSE,,
2925,7693,1600,,,,,,asian porcelain,,Porcelain,POR,,,,1,1,FALSE,6.3,,,,,Decorated,blue,Hand painted,,,FALSE,,,FALSE,FALSE,FALSE,TRUE,,FALSE,1690-1795,"plate/saucer base; poss red enamel has come off, making this imari; flower on terrace pattern?",FALSE,S18.7,1770-1790,1770,1790,1750-1810,Pantry,1493,1335,Floor,in situ,TRUE,,
2926,7693,1600,,,,,,asian porcelain,,Porcelain,POR,,,,2,,TRUE,0.5,,,,,Decorated,blue,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,small sherds,FALSE,S18.7,1770-1790,1770,1790,1750-1810,Pantry,1493,1335,Floor,in situ,TRUE,,
2927,7692,1595,,,,,,unsourced porcelain,,Porcelain,POR,,,,2,,TRUE,0.8,,,,,Uncertain,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,body sherds,FALSE,S18.7,1770-1790,1770,1790,1750-1810,Pantry,1493,1335,Floor,in situ,TRUE,,
2928,7694,1604,,,,1116,,asian porcelain,,Porcelain,POR,saucer,tableware,hot drink,2,1,FALSE,4.1,7,,140,,Decorated,blue,Hand painted,,Batavian,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,?1700-1750,diaper trellis border - large white area - prob flora reserve,FALSE,S18.7,1770-1790,1770,1790,1750-1810,Pantry,1493,1335,Floor,in situ,TRUE,,
2929,7694,1604,,,,1117,,asian porcelain,,Porcelain,POR,,,,1,,TRUE,0.2,,,,,Decorated,polychrome,Enamelled,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,purple red flower - FV or FR,FALSE,S18.7,1770-1790,1770,1790,1750-1810,Pantry,1493,1335,Floor,in situ,TRUE,,
2930,7694,1604,,,,,,asian porcelain,,Porcelain,POR,,,,1,,TRUE,0.4,,,,,Decorated,blue,Hand painted,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,"body sherd, small - poss cup/bowl",FALSE,S18.7,1770-1790,1770,1790,1750-1810,Pantry,1493,1335,Floor,in situ,TRUE,,
