ID,"Site, year, findnr",FindsNo,Context,Area,Dating,Fragm,Type of context,Preservation condition,Comments,Colour,Geological type,Grain size,Origin,Analyzed by,Type,Part of whetstone,Whetstone size,Nr of grinding surfaces preserved,Description of broad side,Description of narrow side,Description of end peice 1,Description of end peice 2,Cross section,Edges,Use of surfaces,Grooves,Strap attachment,General use,Description,"Sooth, iron, precipitation",Usability,Geological comments and observation,Weight,Length (full),Width (full),Thickness (full),Length (frag),Width (frag),Thickness (frag),Building Phase,Start Date,End Date,Period_Date,Attribution
217,SKH05,8954,1638,,,1,,Good,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End and centre piece,Medium,3,Parallel,Irregular,Straight but with hew marks,,Uneven/other,Sharp,Smooth,None,None,Moderate,End and centre piece of a nicely shaped light grey whetstone. Uncertain weather it has broken in half on the longitude across the narrow sides or if one broad side is just purposly rough and unused. Slightly tapering towards both ends but only moderately used. Sharp edges and smooth surfaces.,None,Very usable,,39,,2.1,1.3,8.1,,,C.2-3,1720,1850,1720-1870,Courtyard
218,SKH05,8955,1641,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End and centre piece,Medium,4,Irregular,Irregular,Rounded with gradual transition to the side,,Rectangular/unevenly,Sharp,Vawy but smooth,V-shaped vague,None,Extensive,"End and centre piece of an extensively used light grey schist whetstone. Smooth but vawy surfaces caused by intensive use, in particular towards the centre of the stone where it has broken. The end piece seems to have been used for some sort of a handle and has holes in the mineral structure, making this end unusable for grinding. One vague V-shaped groove across one broadside. No signs of re-use after breakage.",Iron smear,Usable,"Holes in the grainstructrue, disturbing one side of the end-piece",20,,1.8,0.9,7.4,,,S18.6,1760,1770,1750-1780,Pantry
219,SKH05,8956,1643,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone fragment,Fragment/used,Unknown,4,Indeterminable,Indeterminable,,,Unknown,Sharp,Smooth,None,None,Unknown,Fragmented end piece of a medium or large and very nicely shaped whetstone. The fragmentation seems to have occured while the stone was still only little used. Not typical fragmentation pattern and have most likely forcefully been hit with some hard object.,None,Not usable,,27,,,,1.9,1.5,5.3,S19.1,1730,1770,1720-1780,School Refectory
220,SKH05,8957,1646,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone fragment,Fragment/used,Unknown,1,Indeterminable,Indeterminable,,,Unknown,Sharp,Smooth,None,None,Unknown,Fragmented end piece of a light grey schist whetstone. Irregular shape and both rough and smooth surfaces. Too small to estimate any original size or shape.,Iron smear,Not usable,,6,,,,3.5,1.9,0.5,C.2-3,1720,1850,1720-1870,Courtyard
221,SKH05,8958,1690,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone fragment,Fragment/used,Unknown,1,Indeterminable,Indeterminable,,,Unknown,Rounded,Smooth,None,None,Unknown,Fragment of a light grey schist whetstone. Irregular shape and both rough and smooth surfaces. Too small to estimate any original size or shape.,None,Not usable,,6,,,,4.8,1.3,0.6,S7.2,1760,1800,1750-1810,Vestibule & Corridor
222,SKH05,8959,5010,,,1,,Stabile,,Very light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End and centre piece,Medium,4,Tapering,Tapering,Rounded with gradual transition to the side,,Rectangular/unevenly,Rounded,Smooth,None,None,Extensive,"End and centre piece of a very light grey schist whetstone, extensively used with smooth surfaces, rounded edges and nicely rounded end piece. Tapering towards to point of breakage and not re-used after breakage.",None,Usable,Dark grains in the mineral structure (lusebryne?),24,,2.5,1,7,,,,,,,
223,SKH06,12037,1564,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End piece only,Unknown,4,Indeterminable,Indeterminable,Straight but with hew marks,,Rectangular/unevenly,Sharp,Smooth,None,None,Unknown,"End piece of a light grey schist whetstone. Smooth surfaces, irregular shape but sharp edges.",Precipitaion,Not usable,,22,,1.7,1.5,4.4,,,C.3,1830,1850,1810-1870,Courtyard
224,SKH06,12037,1564,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,,Whetstone fragment,Fragment/used,Unknown,2,Indeterminable,Indeterminable,,,Unknown,,Smooth,None,None,Unknown,"Whetstone fragment, remains of two smooth surfaces and one edge, otherwise not possible to determine full size or shape.",Iron smear,Not usable,,6,,,,4.3,1.6,0.6,C.3,1830,1850,1810-1870,Courtyard
225,SKH06,12037,1564,,,1,,Stabile,,Mid grey,Schist,Fine,Eidsborg/Norway,,Whetstone fragment,Fragment/used,Unknown,2,Indeterminable,Indeterminable,,,Unknown,,Smooth,None,None,Unknown,"Whetstone fragment, remains of two smooth surfaces and one edge, otherwise not possible to determine full size or shape.",None,Not usable,,5,,,,3.4,1.4,0.7,C.3,1830,1850,1810-1870,Courtyard
226,SKH06,12038,1688,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End and centre piece,Medium,4,Tapering,Tapering,Irregular shape,,Rectangular,Sharp,Smooth,Across edges,None,Extensive,End and centre piece of a light grey whetstone. Tapering towards the point of breakage. Smooth surfaces and sharp edges. One V-shaped grove across the top of the end piece.,Iron smear,Usable,,17,,1.6,1,6.5,,,S10.3,1760,1800,1750-1810,Kitchen
227,SKH06,12039,1716,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End piece only,Medium,4,Irregular,Irregular,Straight but with hew marks,,Rectangular/unevenly,Rounded/Sharp,Vawy but smooth,None,None,Unknown,End piece of a light grey whetstone. Vawy but smooth surfaces and irregular shape.,Iron smear,Usable,,23,,2.5,0.7,6.1,,,S4.1,1720,1760,1720-1780,Lodge/Dining Room & Chambers
228,SKH06,12040,1740,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,Centre piece only,Medium,4,Indeterminable,Indeterminable,,,Rectangular/unevenly,Rounded/Sharp,Vawy but smooth,None,None,Unknown,Centre piece of a medium sized whetstone of light grey schist. Thickest towards the centre and tapering towards the ends. One flat and smooth broadside and one vawy but smooth.,None,Usable,,26,,2.8,1,5.8,,,S18.6,1760,1770,1750-1780,Pantry
229,SKH06,12040,1740,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End and centre piece,Medium,4,Parallel,Parallel,Straight,,Rectangular/unevenly,Rounded/Sharp,Smooth,None,None,Re-used after breakage,"End and centre piece of a medium sized light grey whetstone, perhaps used for a while after breakage as the edges are smoothened. Smooth grinding surfaces and both round and sharp edges. Extensive use, rather thin but probably bar shaped originally.",None,Usable,,18,,2,0.7,7,,,S18.6,1760,1770,1750-1780,Pantry
230,SKH06,12040,1740,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,,Whetstone fragment,Fragment/used,Unknown,2,Indeterminable,Indeterminable,,,Unknown,Sharp,Smooth,None,None,Unknown,"Small fragment of a used light grey whetstone, too small to determina any original size or shape. Remains of one edge and two smooth surfaces.",None,Not usable,,4,,,,3.5,0.8,0.8,S18.6,1760,1770,1750-1780,Pantry
231,SKH06,12041,1751,,,1,,Baad,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Production fragment,Fragment/raw material,Unknown,,Indeterminable,Indeterminable,,,Uneven/other,,Rough,None,None,Not used,Probably unused and cut off during whetstone production. Very rough grains and holes in the mineral structure distrubing the larger parts of all surfaces. Few edges rounded but unlikely that it was used.,None,Not usable,large holes and rough grains in the mineral structure disturbing all surfaces.,37,,,,6.8,2,1.7,C.3,1830,1850,1810-1870,Courtyard
232,SKH06,12042,1753,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End piece only,Unknown,4,Indeterminable,Indeterminable,,,Rectangular/unevenly,Rounded,Smooth,None,None,Unknown,"End piece of light grey schist. Rounded  edges, rectangular cross section and nicely shaped rounded end, smooth surfaces and unknown original size.",None,Not usable,,4,,1.2,0.7,2.4,,,S4.2,1760,1780,1750-1780,Lodge/Dining Room & Chambers
233,SKH06,12043,1778,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Production fragment,Fragment/raw material,Unknown,,Indeterminable,Indeterminable,,,Uneven/other,,Rough,None,None,Not used,"Small fragment with rough surfaces, could be production fragment but also fragment of a used whetstone with badly corroded surfaces.",Iron smear,Not usable,,7,,,,3,2.2,1,C.3,1830,1850,1810-1870,Courtyard
234,SKH06,12044,1855,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End and centre piece,Large,4,Irregular,Tapering,Straight but with hew marks,,Uneven/other,Irregular,Vawy but smooth,None,None,Re-used after breakage,"End and centre piece of, presumably, a large whetstone of light grety schist. Iron nail shaft corroded into the upper end of one broad surface. Probably re-used after breakage. Irregular shape and smooth but vawy surfaces. Tapering towards the point of breakage.",Iron smear,Usable,,102,,3.7,1.7,11,,,C.3,1830,1850,1810-1870,Courtyard
235,SKH06,12045,1926,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End piece only,Unknown,3,Tapering,Indeterminable,Slanting,,Unknown,Rounded/Sharp,Smooth,None,None,Unknown,End piece of a light grey whetstone with highly precipitated. Smooth surfaces and rather sharp edges and slanting end piece. Broken in half on the longitude across the narrow sides.,Precipitaion,Not usable,,11,,2.1,,5.3,,0.7,S18.5,1740,1760,1720-1780,Pantry
236,SKH06,12046,1931,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End piece only,Unknown,1,Indeterminable,Indeterminable,Straight,,Unknown,Sharp,Smooth,U-shaped vague,None,Extensive,End piece of an extensively used light grey schist whetstone. Worn down and very thin. Sharp edges and smooth but vawy surface. Straight end piece. U-shaped groove across one broadside.,None,Not usable,,9,,2.7,0.6,4,,,S10.3,1760,1800,1750-1810,Kitchen
237,SKH06,12047,1940,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End and centre piece,Medium,4,Irregular,Parallel,Irregular shape,,Rectangular/unevenly,Sharp,Smooth,None,None,Extensive,"End and centre piece of a medium sized light grey whetstone, perhaps used for a while after breakage as the edges are smoothened. Smooth grinding surfaces and sharp edges. Extensive use and irregular shape. Half the stone is covered in sooth.",Sooth,Usable,,24,,2.4,0.7,8,,,S18.5,1740,1760,1720-1780,Pantry
238,SKH06,12048,1976,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End and centre piece,Unknown,3,Tapering,Tapering,Rounded with sharp transition to the side,,Uneven/other,Irregular,Rough/smooth,U-shaped vague,None,Re-used after breakage,"End and centre piece of a light grey schist whetstone with very particular grain structure, small holes evenly distributed. Extensively used and probably re-used after breakage. Very irregular shape and vague grooves along the surfaces of the stone.",None,Usable,"Holes, evenly distributed in the grain structure, not disturbing the grindning surfaces",14,,1.3,1.1,7,,,S17.7,1770,1790,1750-1810,Meat Store
239,SKH06,12049,1978,,,1,,Good,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End and centre piece,Medium,4,Tapering,Irregular,Slanting,,Rectangular,Sharp,Smooth,None,None,Re-used after breakage,"End and centre piece of a medium or large whetstone, re-used after breakage. Sooth on both endpieces. Regular shape, smooth surfaces and still usable size.",Sooth,Usable,,36,,1.8,1.2,9.9,,,S17.7,1770,1790,1750-1810,Meat Store
240,SKH06,12050,2012,,,1,,Baad,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End and centre piece,Unknown,4,Parallel,Parallel,Straight,,Rectangular,Rounded/Sharp,Smooth,None,None,Re-used after breakage,"End and centre piece of a medium sized light grey schist whetstone, reused as a small whetstone. Smooth surfaces and rounded edges. Regular shape, probably originally bar shaped. Rather fragile.",None,Usable,,16,,2.1,0.7,5.8,,,MC.1,1650,1700,1630-1720,Midden Zone C
241,SKH06,12051,2068,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End and centre piece,Medium,4,Parallel,Tapering,Straight but with hew marks,,Rectangular/unevenly,Sharp,Vawy but smooth,None,None,Re-used after breakage,"End and centre piece of a medium sized light grey schist whetstone, reused as a small whetstone. Smooth but vawy surfaces and sharp edges. Thickest at the centre and tapering towards both ends.",None,Usable,,22,,1.9,1.4,7.4,,,S18.4,1700,1740,1690-1750,Pantry
242,SKH06,12052,2116,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone fragment,Fragment/used,Unknown,2,Indeterminable,Indeterminable,,,Oval/parralel sides,Rounded/Sharp,Smooth,None,None,Unknown,"Used whetstone fragment, heavily precipitated, possibly slag, unknown original size or shape but extensively used and very thin.",Precipitaion,Not usable,,5,,1.7,0.4,5.4,,,MC.1,1650,1700,1630-1720,Midden Zone C
243,SKH06,12053,2133,,,1,,Stabile,,Mid grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End piece only,Medium,4,Tapering,Tapering,Straight but with hew marks,,Rectangular,Sharp,Smooth,U-shaped vague,None,Extensive,End piece of a mid grey schist whetstone. Tapering towards the point of breakage both looking at broad and narrow side. Smooth surfaces and one vague U-shaped groove along one narrow side.,Iron smear,Not usable,,28,,2.1,1.5,6.5,,,S17.7,1770,1790,1750-1810,Meat Store
244,SKH06,12054,2149,,,1,,Stabile,,Mid grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End piece only,Medium,2,Parallel,Tapering,Rounded with sharp transition to the side,,Rectangular/unevenly,Irregular,Rough/smooth,Across edges,None,Extensive,End piece of a mid grey schist whetstone. Tapering towards the point of breakage  looking the narrow side. Smooth surfaces on broad sides and rough on narrow sides. One vague U-shaped groove across the top of the end piece.,Iron smear,Not usable,,22,,2.1,1,5.7,,,C.2-3,1720,1850,1720-1870,Courtyard
245,SKH06,12055,2161,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End piece only,Medium,2,Irregular,Irregular,Irregular shape,,Rectangular/unevenly,Irregular,Rough/smooth,U-shaped vague,None,Unknown,"End piece of a medium or large light grey schist whetstone. Irregular shape and only one smooth grinding surface, with two vague U-shaped grooves runnung on the longitude of the stone.",Precipitaion,Not usable,,45,,3.1,1.5,5.2,,,C.2-3,1720,1850,1720-1870,Courtyard
246,SKH06,12056,2185,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone fragment,Fragment/used,Unknown,1,Indeterminable,Indeterminable,,,Unknown,,Smooth,None,None,Unknown,"Used whetstone fragment, unknown original size or shape. Remains of one broad and one narrow side preserved and perhaps part of the endpiece.",None,Not usable,,1,,,,3,1.6,0.5,S5.2,1740,1760,1720-1780,Bishops Dining Room
247,SKH06,12057,2196,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End piece only,Medium,1,Irregular,Irregular,Rounded with gradual transition to the side,,Rectangular/unevenly,Rounded/Sharp,Rough/smooth,None,None,Unknown,"End piece of a medium or large light grey schist whetstone. Irregular shape. Both smooth and rough surfaces, one broadside disturbed by irregularities in the grain structure of the stone. The other broadside must have been the primary grinding surface and is vawy due to use.",Sooth,Usable,Large holes  in the mineral structure disturbing one surface.,54,,2.5,2.1,6.6,,,S17.7,1770,1790,1750-1810,Meat Store
248,SKH06,12058,2215,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End piece only,Medium,1,Irregular,Irregular,Irregular shape,,Uneven/other,Rounded/Sharp,Rough/smooth,None,None,Unknown,"End piece of a medium or large light grey schist whetstone. Irregular shape. Both smooth and rough surfaces, one broadside disturbed by irregularities in the grain structure of the stone. The other broadside must have been the primary grinding surface and is vawy due to use.",None,Usable,Rough inclusions in the grain structure. Hardstone?,87,,2.6,2.3,8.8,,,S5.2,1740,1760,1720-1780,Bishops Dining Room
249,SKH06,12058,2215,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,Centre piece only,Medium,4,Parallel,Tapering,,,Rectangular/unevenly,Sharp,Vawy but smooth,None,None,Unknown,Centre piece of a medium sized whetstone of light grey schist. Thickest at the centre and tapering towards the ends. Flat and smooth broadsidesbut a bit vawy.,Chalk,Usable,,11,,1.8,0.7,4.9,,,S5.2,1740,1760,1720-1780,Bishops Dining Room
250,SKH06,12058,2215,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,Whole,Medium,4,Parallel,Tapering,Rounded with gradual transition to the side,Irregular shape,Rectangular,Sharp,Vawy but smooth,V-shaped vague,None,Moderate,"Whole, moderately used whetstone of light grey schist. Smooth but slightly vawy surfaces and sharp edges. Still very usable size.",Iron smear,Very usable,,65,2.3,1.3,11,,,,S5.2,1740,1760,1720-1780,Bishops Dining Room
251,SKH06,12059,2246,,,2,,Baad,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End piece only,Unknown,2,Tapering,Tapering,Facetted,,Uneven/other,Rounded/Sharp,Smooth,None,None,Unknown,End piece of a light grey schist whetstone with smooth surfaces but damaged on one narrow side where a small piece is broken off due to erotion in an area of very rough mineral grains. Both conjoining pieces preserved. Almost triangular cross section due to more extensive use of the surface away from the area of rough mineral grains.,Iron smear,Not usable,Rough inclusions in the grain structure.,16,,2.6,0.7,5,,,C.2-3,1720,1850,1720-1870,Courtyard
