ID1,ID,Dbase,Finds Number,Unit Number,Bark,Conversion/method,Wood species,Completeness,Discard,Photo/drawing,Length (mm),Width (mm),Thickness (mm),Diameter,profile,shape/sides,condition,burnt,Object,Object Group,Object category,Vessel type,vessel ID,Off-cut,Count,General Notes,Notes (continued),Field26,Building Phases_Building Phase,Real Date,Start Date,End Date,Period_Date,Attribution,No,GroupNo,Space,Unit type,Unit entropy,Sieved,
3986,3103,ST,13048,2872,No,,see ÓE notes,fragment,Y,n,154,23,19,,,,,,splinter,Indeterminate,worked,,,,1,"Four sides worked? One end cut, other probably broken. One end and one side chamfered.",,EC/SÞ/GL,S23.1,1700-1720,1700,1720,1690-1720,Bishops Living Quarters,2872,2863,2551,Floor,in situ,TRUE,
4050,713,ST,13052,2689,No,tangential,larix,fragment,?,n,133,65,41,,,,,,splinter,Indeterminate,worked,,,,1,Both ends cut. Three sides worked. Looks like a split block.,,EC/SÞ/GL,S23.1,1700-1720,1700,1720,1690-1720,Bishops Living Quarters,2689,2658,2551,Floor,in situ,TRUE,
4051,764,ST,13052,2689,No,tangential,larix,fragment,Y,n,132,64,42,,,,,,splinter,Indeterminate,worked,,,,1,Block. Both ends cut. Three sides worked.,,EC/SÞ/GL,S23.1,1700-1720,1700,1720,1690-1720,Bishops Living Quarters,2689,2658,2551,Floor,in situ,TRUE,
4134,795,ST,13073,2891,No,halved,larix,fragment,?,n,182,15,9,,,,,,splinter,Indeterminate,worked,,,,1,"One end cut, the other end broken. Halved branch. Fragment.",,EC/SÞ/GL,S23.1,1700-1720,1700,1720,1690-1720,Bishops Living Quarters,2904,2658,2551,Floor,in situ,TRUE,
4135,765,ST,13073,2904,No,tangential,larix,fragment,y,n,76,53,49,,,,,,splinter,Indeterminate,worked,,,off-cut,1,Both ends cut. Three sides worked. One side broken. Looks like a surplus cut off of a larger piece.,,EC/SÞ/GL,S23.1,1700-1720,1700,1720,1690-1720,Bishops Living Quarters,2904,2658,2551,Floor,in situ,TRUE,
4243,910,ST,13097,2693,No,tangential,conifer,fragment,y,n,116,111,28,,,,,,splinter,Indeterminate,worked,,,,1,Both ends cut. Two sides worked. Looks like a fragment of a plank or a board.,,EC/SÞ/GL,S23.1,1700-1720,1700,1720,1690-1720,Bishops Living Quarters,2693,2658,2551,Floor,in situ,TRUE,
4244,911,ST,13097,2693,No,,conifer,fragment,y,n,384,107,25,,,,,,splinter,Indeterminate,worked,,,,1,Both ends broken. Four sides worked. Plank or board with a chamfered side.,,EC/SÞ/GL,S23.1,1700-1720,1700,1720,1690-1720,Bishops Living Quarters,2693,2658,2551,Floor,in situ,TRUE,
4311,1038,ST,13129,2686,No,,larix,fragment,n,n,345,76,27,,,,,,splinter,Indeterminate,worked,,,,1,"Piece of something large. Maybe a pole. The outside is worked. Probably belonging with the five other pieces from Acc. No. 13129, Unit no. 2686. Many worm holes. Fragile.",,EC/SÞ/GL,S23.1,1700-1720,1700,1720,1690-1720,Bishops Living Quarters,2686,2658,2551,Floor,in situ,TRUE,
4312,1039,ST,13129,2686,No,,larix,fragment,n,n,268,70,47,,,,,,splinter,Indeterminate,worked,,,,1,"Piece of something large. Maybe a pole. The outside is worked. Probably belonging with the five other pieces from Acc. No. 13129, Unit no. 2686. Many worm holes. Fragile.",,EC/SÞ/GL,S23.1,1700-1720,1700,1720,1690-1720,Bishops Living Quarters,2686,2658,2551,Floor,in situ,TRUE,
4313,1040,ST,13129,2686,No,,larix,fragment,n,n,333,91,53,,,,,,splinter,Indeterminate,worked,,,,1,"Piece of something large. Maybe a pole. The outside is worked. Probably belonging with the five other pieces from Acc. No. 13129, Unit no. 2686. Many worm holes. Fragile.",,EC/SÞ/GL,S23.1,1700-1720,1700,1720,1690-1720,Bishops Living Quarters,2686,2658,2551,Floor,in situ,TRUE,
4314,1041,ST,13129,2686,No,,larix,fragment,n,n,260,71,82,,,,,,splinter,Indeterminate,worked,,,,1,"Piece of something large. Maybe a pole. The outside is worked. Probably belonging with the five other pieces from Acc. No. 13129, Unit no. 2686. Many worm holes. Fragile.",,EC/SÞ/GL,S23.1,1700-1720,1700,1720,1690-1720,Bishops Living Quarters,2686,2658,2551,Floor,in situ,TRUE,
4461,117,ST,13179,2692,No,tangential,conifer,fragment,n,n,163,40,36,,rounded?,,,,splinter,Indeterminate,,,,,1,Could be a large splited peg. with what could be a groove after a nail. Could have caused the split. The rest rounded. The other end cut/sawn off.,One end sharpened into large V-shape.,EC/SÞ/GL,S23.1,1700-1720,1700,1720,1690-1720,Bishops Living Quarters,2692,2658,2551,Floor,in situ,TRUE,
4710,396,ST,13205,2872,No,,conifer,fragment,Y,n,88,46,12,,,,,,splinter,Indeterminate,worked,,,,1,Fragment. Three worked sides.,,EC/SÞ/GL,S23.1,1700-1720,1700,1720,1690-1720,Bishops Living Quarters,2872,2863,2551,Floor,in situ,TRUE,
4711,397,ST,13205,2872,No,,conifer,fragment,n,n,105,46,11,,,,,,splinter,Indeterminate,worked,,,,1,Three worked sides. Joins 418,,EC/SÞ/GL,S23.1,1700-1720,1700,1720,1690-1720,Bishops Living Quarters,2872,2863,2551,Floor,in situ,TRUE,
4712,398,ST,13205,2872,No,,conifer,fragment,n,n,161,43,14,,,,,,splinter,Indeterminate,,,,,1,Splinter.,,EC/SÞ/GL,S23.1,1700-1720,1700,1720,1690-1720,Bishops Living Quarters,2872,2863,2551,Floor,in situ,TRUE,
4713,399,ST,13205,2872,No,,conifer,fragment,n,n,104,33,19,,,,,,splinter,Indeterminate,worked,,,,1,Fragment. Could have been worked.,,EC/SÞ/GL,S23.1,1700-1720,1700,1720,1690-1720,Bishops Living Quarters,2872,2863,2551,Floor,in situ,TRUE,
4714,400,ST,13205,2872,No,,conifer,fragment,n,n,106,28,6,,,,,,splinter,Indeterminate,worked,,,,1,"Two sides and two edges worked. Part of one end cut, the rest broken off.",,EC/SÞ/GL,S23.1,1700-1720,1700,1720,1690-1720,Bishops Living Quarters,2872,2863,2551,Floor,in situ,TRUE,
4715,401,ST,13205,2872,No,,conifer,fragment,n,n,40,18,6,,,,,,splinter,Indeterminate,worked,,,,1,Fragment. One worked side.,,EC/SÞ/GL,S23.1,1700-1720,1700,1720,1690-1720,Bishops Living Quarters,2872,2863,2551,Floor,in situ,TRUE,
4716,402,ST,13205,2872,No,,conifer,fragment,n,n,96,22,12,,,,,,splinter,Indeterminate,worked,,,,1,Fragment. Two worked sides.,,EC/SÞ/GL,S23.1,1700-1720,1700,1720,1690-1720,Bishops Living Quarters,2872,2863,2551,Floor,in situ,TRUE,
4717,409,ST,13205,2872,No,,conifer,fragment,n,n,30,12,8,,,,,,splinter,Indeterminate,worked,,,,1,Fragment. Two worked sides.,,EC/SÞ/GL,S23.1,1700-1720,1700,1720,1690-1720,Bishops Living Quarters,2872,2863,2551,Floor,in situ,TRUE,
4718,413,ST,13205,2872,No,tangential,conifer,fragment,Y,n,50,35,10,,,,,,splinter,Indeterminate,worked,,,,1,Diagonally cut end. Two worked sides.,,EC/SÞ/GL,S23.1,1700-1720,1700,1720,1690-1720,Bishops Living Quarters,2872,2863,2551,Floor,in situ,TRUE,
4719,414,ST,13205,2872,No,,conifer,fragment,Y,n,67,23,11,,,,,,splinter,Indeterminate,worked,,,,1,Fragment. Two worked sides.,,EC/SÞ/GL,S23.1,1700-1720,1700,1720,1690-1720,Bishops Living Quarters,2872,2863,2551,Floor,in situ,TRUE,
4720,416,ST,13205,2872,No,,conifer,fragment,n,n,38,25,7,,,,,,splinter,Indeterminate,worked,,,,1,Fragment. One worked side.,,EC/SÞ/GL,S23.1,1700-1720,1700,1720,1690-1720,Bishops Living Quarters,2872,2863,2551,Floor,in situ,TRUE,
4721,418,ST,13205,2872,No,,betula,fragment,n,n,93,30,12,,,,,,splinter,Indeterminate,worked,,,,1,Fragment. Three worked sides. Joins 397,,EC/SÞ/GL,S23.1,1700-1720,1700,1720,1690-1720,Bishops Living Quarters,2872,2863,2551,Floor,in situ,TRUE,
4722,419,ST,13205,2872,No,,conifer,fragment,Y,n,47,11,8,,,,,,splinter,Indeterminate,worked,,,,1,Fragment. Two worked sides.,,EC/SÞ/GL,S23.1,1700-1720,1700,1720,1690-1720,Bishops Living Quarters,2872,2863,2551,Floor,in situ,TRUE,
4723,420,ST,13205,2872,No,,conifer,fragment,Y,n,31,29,7,,,,,,splinter,Indeterminate,,,,,1,Fragment.,,EC/SÞ/GL,S23.1,1700-1720,1700,1720,1690-1720,Bishops Living Quarters,2872,2863,2551,Floor,in situ,TRUE,
4724,422,ST,13205,2872,No,,conifer,fragment,Y,n,44,40,11,,,,,,splinter,Indeterminate,worked,,,,1,Fragment. Two worked sides.,,EC/SÞ/GL,S23.1,1700-1720,1700,1720,1690-1720,Bishops Living Quarters,2872,2863,2551,Floor,in situ,TRUE,
4725,424,ST,13205,2872,No,,conifer,fragment,Y,n,267,40,18,,,,,,splinter,Indeterminate,,,,,1,Large splinter.,,EC/SÞ/GL,S23.1,1700-1720,1700,1720,1690-1720,Bishops Living Quarters,2872,2863,2551,Floor,in situ,TRUE,
4726,425,ST,13205,2872,No,,conifer,fragment,Y,n,0,0,0,,,,,,splinter,Indeterminate,,,,,11,11 splinters.,,EC/SÞ/GL,S23.1,1700-1720,1700,1720,1690-1720,Bishops Living Quarters,2872,2863,2551,Floor,in situ,TRUE,
4778,235,ST,13223,2872,No,,conifer?,fragment,n,n,280,74,34,,,,,,splinter,Indeterminate,worked,,,,1,"Some kind of brace? Chamfered on various angles, but split longitudinally",,EC/SÞ/GL,S23.1,1700-1720,1700,1720,1690-1720,Bishops Living Quarters,2872,2863,2551,Floor,in situ,TRUE,
4807,240,ST,13238,2872,No,tangential,conifer,fragment,?,n,404,63,33,,,,,,splinter,Indeterminate,worked,,,,1,Broken piece of board or plank. One side worked.,,EC/SÞ/GL,S23.1,1700-1720,1700,1720,1690-1720,Bishops Living Quarters,2872,2863,2551,Floor,in situ,TRUE,
4812,,ST,13270,2872,No,,larix,fragment,n,n,195,,,,,,,,splinter,Indeterminate,,,,,1,splinter from square/rect sectioned plank/post etc.,,,S23.1,1700-1720,1700,1720,1690-1720,Bishops Living Quarters,2872,2863,2551,Floor,in situ,TRUE,
4831,,ST2,13282,2904,No,,conifer,fragment,y,n,,,,,,,,,splinter,Indeterminate,,,,,1,tiny splnter,,GL,S23.1,1700-1720,1700,1720,1690-1720,Bishops Living Quarters,2904,2658,2551,Floor,in situ,TRUE,
4837,b,ST2,13286,2949,No,,conifer,fragment,n,n,70,,,,,,,,splinter,Indeterminate,,,,,1,long splinter from plank ect. wormhole,,GL,S23.1,1700-1720,1700,1720,1690-1720,Bishops Living Quarters,2949,2658,2551,Floor,in situ,TRUE,
4838,c,ST2,13286,2949,No,,quercus,fragment,n,n,39,,,,,,,,splinter,Indeterminate,,,,,1,thin splinter,,GL,S23.1,1700-1720,1700,1720,1690-1720,Bishops Living Quarters,2949,2658,2551,Floor,in situ,TRUE,
4842,3293,ST,13287,2686,No,,unid,fragment,y,n,,,,,,,,,splinter,Indeterminate,worked,,,,26,26 misc splinters and fragments - prob all conifer; some with worm holes - driftwood,,EC/SÞ/GL,S23.1,1700-1720,1700,1720,1690-1720,Bishops Living Quarters,2686,2658,2551,Floor,in situ,TRUE,
4843,3294,ST,13287,2686,No,,unid,fragment,n,n,160,75,55,,,,,,splinter,Indeterminate,worked,,,,1,knotted fragment of larger piece with large nail embedded,,EC/SÞ/GL,S23.1,1700-1720,1700,1720,1690-1720,Bishops Living Quarters,2686,2658,2551,Floor,in situ,TRUE,
4844,3297,ST,13287,2686,No,,unid,fragment,n,n,52,35,10,,,,,,splinter,Indeterminate,worked,,,,1,stave frag?,,EC/SÞ/GL,S23.1,1700-1720,1700,1720,1690-1720,Bishops Living Quarters,2686,2658,2551,Floor,in situ,TRUE,
4845,3298,ST,13287,2686,No,,unid,fragment,y,n,,,,,,,,,splinter,Indeterminate,worked,,,,14,misc splinters/fragments - elongated pieces,,EC/SÞ/GL,S23.1,1700-1720,1700,1720,1690-1720,Bishops Living Quarters,2686,2658,2551,Floor,in situ,TRUE,
4846,3299,ST,13287,2686,No,,unid,fragment,y,n,65,55,4,,,,,,splinter,Indeterminate,worked,,,,1,fragment of thin panel/stave - charred?,,EC/SÞ/GL,S23.1,1700-1720,1700,1720,1690-1720,Bishops Living Quarters,2686,2658,2551,Floor,in situ,TRUE,
4914,1042,SF,13324,2872,No,,conifer,fragment,n,n,43,17,6.5,,,,,,splinter,indeterminate,,,,,1,"A piece of driftwood, at least 3 wormholes visible, still there are worked surfaces, and it seems to have been a board or a (list).",,JÞ,S23.1,1700-1720,1700,1720,1690-1720,Bishops Living Quarters,2872,2863,2551,Floor,in situ,TRUE,
4915,1044,SF,13324,2872,No,,see OE notes,fragment,n,n,32,6,3,,,,,,splinter,Indeterminate,worked,,,,1,"Difficult to tell whether it has been worked at all, it's a thin and flat bent piece, maybe from a pin.",,JÞ,S23.1,1700-1720,1700,1720,1690-1720,Bishops Living Quarters,2872,2863,2551,Floor,in situ,TRUE,
4941,d,ST2,13342,2872,No,,broadleaf,fragment,n,n,31,3,2,,,,,,splinter,Indeterminate,,,,,1,prob splinter - but could be a tine,,GL,S23.1,1700-1720,1700,1720,1690-1720,Bishops Living Quarters,2872,2863,2551,Floor,in situ,TRUE,
4947,e,ST2,13344,2872,No,,conifer,fragment,y,n,,,,,,,,,splinter,Indeterminate,,,,,2,1 with wormholes,,GL,S23.1,1700-1720,1700,1720,1690-1720,Bishops Living Quarters,2872,2863,2551,Floor,in situ,TRUE,
5018,a,ST2,13390,2827,No,,broadleaf (betula?),fragment,n,n,,,,,,,,,splinter,Indeterminate,,,,,5,"long splinters (90-30mm L), poss used as hoops?",,GL,S23.1,1700-1720,1700,1720,1690-1720,Bishops Living Quarters,2872,2863,2551,Floor,in situ,TRUE,
5019,d,ST2,13390,2827,No,,conifer,fragment,n,n,110,10,9,,,,,,splinter,Indeterminate,,,,,1,from rod?,,GL,S23.1,1700-1720,1700,1720,1690-1720,Bishops Living Quarters,2872,2863,2551,Floor,in situ,TRUE,
5381,955,SF,16171,2872,No,,conifer,complete,n,n,130,15,8,,round,,,,splinter,Indeterminate,,,,,1,"splinter from a plank, rod etc..",,JÞ,S23.1,1700-1720,1700,1720,1690-1720,Bishops Living Quarters,2872,2863,2551,Floor,in situ,TRUE,
2958,1755,ST,9972,2550,No,,conifer,fragment,y,n,190,76,32,,,,,,splinter,Indeterminate,worked,,,,1,Very fragile fragment from what appears to be a plank. Two large and many smaller splinters from the same piece in the bag.,,EC/SÞ/GL,S27.1,1700-1720,1700,1720,1690-1720,Passage,2550,2535,2535,Floor,in situ,TRUE,
5580,1415,ST,17538,2616,No,tangential,see OE notes,fragment,y,n,70,52,15,,,,,,splinter,Indeterminate,worked,,,,1,Two sides worked. Large splinter.,,EC/SÞ/GL,S27.1,1700-1720,1700,1720,1690-1720,Passage,2616,599,2535,Drain,in situ,FALSE,
5581,1416,ST,17538,2616,No,,see OE notes,fragment,y,n,134,30,10,,,,,,splinter,Indeterminate,worked,,,,1,Both ends cut. Large splinter.,,EC/SÞ/GL,S27.1,1700-1720,1700,1720,1690-1720,Passage,2616,599,2535,Drain,in situ,FALSE,
5582,1417,ST,17538,2616,No,,see OE notes,fragment,y,n,107,21,8,,,,,,splinter,Indeterminate,worked,,,,1,"One end cut, the other end broken. Large splinter.",,EC/SÞ/GL,S27.1,1700-1720,1700,1720,1690-1720,Passage,2616,599,2535,Drain,in situ,FALSE,
5583,1418,ST,17538,2616,No,tangential,see OE notes,fragment,y,n,64,40,9,,,,,,splinter,Indeterminate,worked,,,,1,One end cut. Splinter.,,EC/SÞ/GL,S27.1,1700-1720,1700,1720,1690-1720,Passage,2616,599,2535,Drain,in situ,FALSE,
5584,1419,ST,17538,2616,No,tangential,see OE notes,fragment,y,n,72,40,7,,,,,,splinter,Indeterminate,worked,,,,1,One end cut. Splinter.,,EC/SÞ/GL,S27.1,1700-1720,1700,1720,1690-1720,Passage,2616,599,2535,Drain,in situ,FALSE,
5585,1420,ST,17538,2616,No,,see OE notes,fragment,y,n,95,21,9,,,,,,splinter,Indeterminate,,,,,1,Splinter.,,EC/SÞ/GL,S27.1,1700-1720,1700,1720,1690-1720,Passage,2616,599,2535,Drain,in situ,FALSE,
5586,1421,ST,17538,2616,No,,see OE notes,fragment,y,n,47,42,8,,,,,,splinter,Indeterminate,worked,,,,1,Both ends broken. Three sides worked. Fragment.,,EC/SÞ/GL,S27.1,1700-1720,1700,1720,1690-1720,Passage,2616,599,2535,Drain,in situ,FALSE,
5587,1422,ST,17538,2616,No,,see OE notes,fragment,y,n,118,19,9,,,,,,splinter,Indeterminate,worked,,,,1,Both ends broken. One side worked. Splinter.,,EC/SÞ/GL,S27.1,1700-1720,1700,1720,1690-1720,Passage,2616,599,2535,Drain,in situ,FALSE,
2612,b,ST2,7226,1634,No,,unid,fragment,y,n,,,,,,,,,splinter,Indeterminate,,,,,2,thin splinters,,GL,S10.1,1700-1730,1700,1730,1690-1750,Kitchen,1634,1684,1684,External area,disorganized,FALSE,
2875,1852,ST,9947,2444,No,,conifer,fragment,y,n,130,56,25,,,,,,splinter,Indeterminate,worked,,,,1,Both ends cut. Two sides could be worked. Fragment.,,EC/SÞ/GL,S10.1,1700-1730,1700,1730,1690-1750,Kitchen,2444,2235,2294,Floor,in situ,FALSE,
2876,1853,ST,9947,2444,No,,conifer,fragment,y,n,127,61,27,,,,,,splinter,Indeterminate,worked,,,,1,Both ends cut. Two sides could be worked. Fragment.,,EC/SÞ/GL,S10.1,1700-1730,1700,1730,1690-1750,Kitchen,2444,2235,2294,Floor,in situ,FALSE,
2877,1854,ST,9947,2444,No,,conifer,fragment,y,n,42,35,5,,,,,,splinter,Indeterminate,worked,,,,1,Both ends broken. Two sides worked. Bowed piece shaped like a hook. Interesting piece.,,EC/SÞ/GL,S10.1,1700-1730,1700,1730,1690-1750,Kitchen,2444,2235,2294,Floor,in situ,FALSE,
2878,1855,ST,9947,2444,No,,conifer,fragment,y,n,33,13,4,,,,,,splinter,Indeterminate,worked,,,,1,"One end diagonally cut, the other end broken. One side worked. Fragment.",,EC/SÞ/GL,S10.1,1700-1730,1700,1730,1690-1750,Kitchen,2444,2235,2294,Floor,in situ,FALSE,
2914,1856,ST,9961,2445,No,,conifer,fragment,y,n,84,38,24,,,,,,splinter,Indeterminate,worked,,,,1,The other end cut. Two sides worked. End fragment.,,EC/SÞ/GL,S10.1,1700-1730,1700,1730,1690-1750,Kitchen,2445,2235,2294,Floor,in situ,FALSE,
2974,1742,ST,9975,2441,No,,quercus,fragment,y,n,270,31,7,,,,,,splinter,Indeterminate,worked,,,,1,"Both ends broken. One side worked. Long, thin fragment.",,EC/SÞ/GL,S10.1,1700-1730,1700,1730,1690-1750,Kitchen,2441,2235,2294,Floor,in situ,TRUE,
2975,1743,ST,9975,2441,No,,quercus,fragment,y,n,85,25,12,,,,,,splinter,Indeterminate,worked,,,,1,One end cut. Splinter.,,EC/SÞ/GL,S10.1,1700-1730,1700,1730,1690-1750,Kitchen,2441,2235,2294,Floor,in situ,TRUE,
3231,1644,ST,10032,2443,No,,conifer,fragment,y,n,135,58,16,,,,,,splinter,Indeterminate,worked,,,,1,Both ends broken. Two sides worked. Fragment.,,EC/SÞ/GL,S10.1,1700-1730,1700,1730,1690-1750,Kitchen,2443,2235,2294,Floor,in situ,FALSE,
3232,1645,ST,10032,2443,No,,conifer,fragment,y,n,146,33,30,,,,,,splinter,Indeterminate,worked,,,,1,Both ends broken. One side worked. A cut and then break into one side. Fragment.,,EC/SÞ/GL,S10.1,1700-1730,1700,1730,1690-1750,Kitchen,2443,2235,2294,Floor,in situ,FALSE,
3233,1646,ST,10032,2443,No,tangential,conifer,fragment,y,n,120,41,12,,,,,,splinter,Indeterminate,worked,,,,1,"Both ends broken. One, maybe two sides worked. Fragment.",,EC/SÞ/GL,S10.1,1700-1730,1700,1730,1690-1750,Kitchen,2443,2235,2294,Floor,in situ,FALSE,
3234,1647,ST,10032,2443,No,,conifer,fragment,y,n,0,0,0,,,,,,splinter,Indeterminate,,,,,3,3 splinters and fragments.,,EC/SÞ/GL,S10.1,1700-1730,1700,1730,1690-1750,Kitchen,2443,2235,2294,Floor,in situ,FALSE,
3259,1640,ST,10037,2442,No,,conifer,fragment,?,n,81,38,10,,,,,,splinter,Indeterminate,worked,,,,1,"Both ends broken. One, maybe more sides appears worked. Fragment.",,EC/SÞ/GL,S10.1,1700-1730,1700,1730,1690-1750,Kitchen,2442,2235,2294,Floor,in situ,FALSE,
3260,1641,ST,10037,2442,No,,conifer,fragment,y,n,51,32,8,,,,,,splinter,Indeterminate,worked,,,,1,Both ends broken. One side worked.. Fragment.,,EC/SÞ/GL,S10.1,1700-1730,1700,1730,1690-1750,Kitchen,2442,2235,2294,Floor,in situ,FALSE,
3261,1642,ST,10037,2442,No,,conifer,fragment,y,n,32,24,13,,,,,,splinter,Indeterminate,worked,,,,1,Both ends cut. Fragment.,,EC/SÞ/GL,S10.1,1700-1730,1700,1730,1690-1750,Kitchen,2442,2235,2294,Floor,in situ,FALSE,
3262,1643,ST,10037,2442,No,,conifer,fragment,?,n,52,22,10,,,,,,splinter,Indeterminate,worked,,,,1,Both ends broken. Maybe two sides worked. Fragment.,,EC/SÞ/GL,S10.1,1700-1730,1700,1730,1690-1750,Kitchen,2442,2235,2294,Floor,in situ,FALSE,
3415,1253,ST,10081,2539,No,tangential,see OE notes,fragment,y,n,84,26,11,,,,,,splinter,Indeterminate,worked,,,,1,"One end cut, the other end broken. One side worked. Fragment.",,EC/SÞ/GL,S10.1,1700-1730,1700,1730,1690-1750,Kitchen,2539,2235,2294,Floor,in situ,FALSE,
3416,1254,ST,10081,2539,No,,see OE notes,fragment,y,n,42,39,7,,,,,,splinter,Indeterminate,worked,,,,1,Both ends broken. Two sides worked. Fragment.,,EC/SÞ/GL,S10.1,1700-1730,1700,1730,1690-1750,Kitchen,2539,2235,2294,Floor,in situ,FALSE,
3417,1255,ST,10081,2539,No,,see OE notes,fragment,y,n,0,0,0,,,,,,splinter,Indeterminate,,,,,12,12 fragments and splinters of various sizes.,,EC/SÞ/GL,S10.1,1700-1730,1700,1730,1690-1750,Kitchen,2539,2235,2294,Floor,in situ,FALSE,
3514,1137,ST,10109,2236,No,tangential,conifer,fragment,y,n,48,19,5,,,,,,splinter,Indeterminate,worked,,,,1,Both ends cut. Two sides worked. Flat fragment.,,EC/SÞ/GL,S10.1,1700-1730,1700,1730,1690-1750,Kitchen,2236,2235,2294,Floor,in situ,TRUE,
3515,1138,ST,10109,2236,No,tangential,conifer,fragment,y,n,72,18,16,,,,,,splinter,Indeterminate,worked,,,,1,One end cut. Two sides worked. Triangular cross-section. Fragment.,,EC/SÞ/GL,S10.1,1700-1730,1700,1730,1690-1750,Kitchen,2236,2235,2294,Floor,in situ,TRUE,
3516,1139,ST,10109,2236,No,,conifer,fragment,y,n,60,28,11,,,,,,splinter,Indeterminate,worked,,,,1,"One end cut, the other end broken. One side worked and slightly rounded.",,EC/SÞ/GL,S10.1,1700-1730,1700,1730,1690-1750,Kitchen,2236,2235,2294,Floor,in situ,TRUE,
3519,1118,ST,10111,2440,No,,conifer,fragment,y,n,87,35,7,,,,,,splinter,Indeterminate,worked,,,,1,Splinter with a nail hole through it.,,EC/SÞ/GL,S10.1,1700-1730,1700,1730,1690-1750,Kitchen,2440,2235,2294,Floor,in situ,TRUE,
3622,a,ST2,12410,2543,No,,conifer,fragment,y,n,,,,,,,,,splinter,Indeterminate,,,,,6,misc splinters,,GL,S10.1,1700-1730,1700,1730,1690-1750,Kitchen,2543,2235,2294,Floor,in situ,FALSE,
3623,b,ST2,12410,2543,No,,betula,fragment,y,n,,,,,,,,charcoaled,splinter,Indeterminate,,,,,5,charcoal frags; 1 coal assoc - separated,,GL,S10.1,1700-1730,1700,1730,1690-1750,Kitchen,2543,2235,2294,Floor,in situ,FALSE,
576,c,ST2,4472,930,No,,conifer,fragment,y,n,,,,,,,,,splinter,Indeterminate,,,,,1,warped and with vivianite,,GL,S22.2,1700-1730,1700,1730,1690-1750,Assistant Teachers Quarters,930,842,842,Floor,in situ,FALSE,
589,,ST2,4479,874,No,,conifer,fragment,y,n,,,,,,,,,splinter,Indeterminate,,,,,1,various splinters,,GL,S22.2,1700-1730,1700,1730,1690-1750,Assistant Teachers Quarters,874,842,842,Floor,disturbed,FALSE,
